id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__en,wikipedia__es,wikipedia__simple,image,gender,birth_date,given_name,name__it,wikipedia__fr,identifier__VIAF,identifier__SUDOC,wikipedia__nl,death_date,name__eo,name__pt,name__pl,wikipedia__commons,wikipedia__de,wikipedia__eo,wikipedia__it,wikipedia__pl,wikipedia__pt,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__freebase,name__ca,name__gl,name__hr,wikipedia__hr,wikipedia__itwikiquote,name__lmo,name__hy,wikipedia__hy,identifier__GTAA,name__nds,family_name,identifier__NTA,name__ro,name__fy,name__cs,name__el,name__ru,wikipedia__ca,wikipedia__fy,wikipedia__sv,identifier__BNF,identifier__IMDB,identifier__NLA,website,identifier__BNE,identifier__NLP,twitter,name__sco,wikipedia__sco,name__hu,name__tr,wikipedia__tr,wikipedia__no,wikipedia__ru,name__ko,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__plwikiquote,wikipedia__si,wikipedia__ta,wikipedia__uk,wikipedia__enwikiquote,wikipedia__eswikiquote
Q5834005,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,,Enrique van Rysselberghe Varela,,,,,,Enrique van Rysselberghe Varela,,Enrique van Rysselberghe Varela,,,male,1937-04-04,Enrique,,,,,,2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16559029,Edgardo Riveros,Edgardo Riveros,,Edgardo Riveros,,,,,,Edgardo Riveros,,Edgardo Riveros,,,male,1949-09-03,Edgardo,Edgardo Riveros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16623544,Pía Guzmán Mena,Pía Guzmán Mena,,,,,,,,Pía Guzmán Mena,,Pía Guzmán Mena,,,female,1957-06-23,Pía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16543081,Carlos Abel Jarpa,Carlos Abel Jarpa,,Carlos Abel Jarpa,,,,,,Carlos Abel Jarpa,,Carlos Abel Jarpa,,https://upload.wikimedia.org/wikipedia/commons/7/78/Carlos_Abel_Jarpa_Wevar.jpg,male,1944-11-14,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16583716,José Pérez Arriagada,José Pérez Arriagada,,,,,,,,José Pérez Arriagada,,José Pérez Arriagada,,https://upload.wikimedia.org/wikipedia/commons/e/ef/José_Pérez_Arriagada.jpg,male,1940-12-29,José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16647643,Waldo Mora,Waldo Mora,,Waldo Mora,,,,,,Waldo Mora,,Waldo Mora,,,male,1942-12-12,Waldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14614551,Eduardo Díaz del Río,Eduardo Díaz del Río,,,,,,,,Eduardo Díaz del Río,,Eduardo Díaz del Río,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Eduardo_Díaz_del_Río.jpg,male,1973-12-17,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5995504,Marcela Cubillos,Marcela Cubillos,,Marcela Cubillos,,,,,,Marcela Cubillos,,Marcela Cubillos,,https://upload.wikimedia.org/wikipedia/commons/5/51/BCNChile_librocamiloescalona_20120803_F014-O.jpg,female,1967-02-02,Marcela,Marcela Cubillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5478697,Carmen Ibáñez Soto,Carmen Ibáñez,,,,,,,,Carmen Ibáñez,,Carmen Ibáñez,,,female,1959-02-07,Carmen,,,,,,,,,,,,,,,,,,,,Carmen Ibáñez Soto,Carmen Ibáñez Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5858409,Felipe Salaberry,Felipe Salaberry,,Felipe Salaberry,,,,,,Felipe Salaberry,,Felipe Salaberry,,,male,1966-01-09,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5400841,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,Esteban Valenzuela,,https://upload.wikimedia.org/wikipedia/commons/1/14/Esteban_Valenzuela_Van_Treek_2013.jpg,male,1964-03-12,Esteban,,,6465881,138885087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16966059w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3660574,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,Carolina Tohá,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Carolina_Tohá.jpg,female,1965-05-12,Carolina,Carolina Tohá,,,,,,,,,,,,Carolina Tohá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carolina Tohá,Carolina Tohá,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5934645,Jorge Burgos,Jorge Burgos,,,,,,,,Jorge Burgos,Jorge Burgos,Jorge Burgos,,,male,1956-06-24,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5995801,Marcelo Forni,Marcelo Forni,,,,,,,,Marcelo Forni,,Marcelo Forni,,,male,,Marcelo,Marcelo Forni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5937916,José Antonio Kast,José Antonio Kast,,,,,,,,José Antonio Kast,,José Antonio Kast,,https://upload.wikimedia.org/wikipedia/commons/f/fd/José_Antonio_Kast_Rist.jpg,male,1966-01-18,José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16302287,Gonzalo Uriarte,Gonzalo Uriarte,,,,,,,,Gonzalo Uriarte,,Gonzalo Uriarte,,https://upload.wikimedia.org/wikipedia/commons/8/80/Gonzalo_Uriarte_Herrera.jpg,male,1964-12-28,Gonzalo,Gonzalo Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гонсало Уриарте,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5850440,Eugenio Bauer,Eugenio Bauer,,,,,,,,Eugenio Bauer,,Eugenio Bauer,,,male,1947-05-20,Eugenio,Eugenio Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5927839,Javier Hernández Hernández,Javier Hernández Hernández,,,,,,,,Javier Hernández Hernández,,Javier Hernández Hernández,,,male,1954-08-07,Javier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5913597,Ignacio Urrutia,Ignacio Urrutia,,Ignacio Urrutia,,,,,,Ignacio Urrutia,,Ignacio Urrutia Bonilla,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Ignacio_Urrutia_Bonilla.jpg,male,1957-09-16,Ignacio,Ignacio Urrutia Bonilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099449,Ramón Barros Montero,Ramón Barros Montero,,,,,,,,Ramón Barros Montero,,Ramón Barros Montero,,,male,1958-03-05,Ramón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5675717,Andrés Egaña,Andrés Egaña,,,,,,,,Andrés Egaña,,Andrés Egaña,,,male,1947-03-08,Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5923517,Iván Norambuena,Iván Norambuena,,,,,,,,Iván Norambuena,,Iván Norambuena,,,male,1958-09-04,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7030399,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,Nicolás Monckeberg,,https://upload.wikimedia.org/wikipedia/commons/8/84/Nicolás_Monckeberg_Díaz.jpg,male,1973-07-31,Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolás Monckeberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6426685,Eduardo Saffirio,Eduardo Saffirio,,Eduardo Saffirio,,,,,,Eduardo Saffirio,,Eduardo Saffirio,,,male,1958-08-12,Eduardo,Eduardo Saffirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5923528,Iván Paredes,Iván Paredes,,,,,,,,Iván Paredes,,Iván Paredes,,,male,1958-06-04,Iván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5870897,Fulvio Rossi,Fulvio Rossi,,,,,,,,Fulvio Rossi,,Fulvio Rossi,,,male,1970-09-30,Fulvio,Fulvio Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6068190,Pedro Araya Guerrero,Pedro Araya Guerrero,,Pedro Araya Guerrero,,,,,,Pedro Araya Guerrero,,Pedro Araya Guerrero,,https://upload.wikimedia.org/wikipedia/commons/4/44/Pedro_Araya_Guerrero.jpg,male,1974-07-16,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5664721,Alejandra Sepúlveda,Alejandra Sepúlveda,,,,,,,,Alejandra Sepúlveda,,Alejandra Sepúlveda,,,female,1965-11-13,Alejandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5878608,Germán Becker Alvear,Germán Becker Alvear,,,,,,,,Germán Becker Alvear,,Germán Becker Alvear,,,male,1955-03-13,Germán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5832999,Enrique Accorsi Opazo,Enrique Accorsi Opazo,,,,,,,,Enrique Accorsi Opazo,,Enrique Accorsi,,,male,1948-08-17,Enrique,Enrique Accorsi,,,,,,,,,,,,,,,,,,,Enrique Accorsi Opazo,Enrique Accorsi Opazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5663493,Alberto Robles,Alberto Robles,,,,,,,,Alberto Robles,,Alberto Robles,,,male,1956-10-04,Alberto,Alberto Robles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925286,Jaime Quintana,Jaime Quintana,,Jaime Quintana,Jaime Quintana,Jaime Quintana,Jaime Quintana,Jaime Quintana,Jaime Quintana,Jaime Quintana,,Jaime Quintana,,,male,1967-10-22,Jaime,,,,,,,,,,,,,,,,,,,,Jaime Quintana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5936129,Jorge Tarud,Jorge Tarud,,Jorge Tarud,,,,,,Jorge Tarud,,Jorge Tarud,,,male,1953-07-29,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16301023,Néstor Jofré,Néstor Jofré,,,,,,,,Néstor Jofré,,Néstor Jofré,,,male,1947-10-19,Néstor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16625894,Rodrigo González Torres,Rodrigo González Torres,,,,,,,,Rodrigo González Torres,,Rodrigo González Torres,,,male,1941-09-26,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16298769,Roberto Delmastro,Roberto Delmastro,,Roberto Delmastro,Roberto Delmastro,,,,,Roberto Delmastro,Roberto Delmastro,Roberto Delmastro,Roberto Delmastro,https://upload.wikimedia.org/wikipedia/commons/8/89/BCN_-_Roberto_Delmastro_2.JPG,male,1945-10-17,Roberto,,,,,,2014-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Delmastro,Roberto Delmastro,,,,,,,,,,,,,,,,,,,,,,,,,
Q16300930,Fidel Espinoza,Fidel Espinoza,,Fidel Espinoza,,,,,,Fidel Espinoza,,Fidel Espinoza,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Fidel_Espinoza_Sandoval.jpg,male,1970-01-24,Fidel,Fidel Espinoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16567135,Fernando Meza Moncada,Fernando Meza Moncada,,Fernando Meza Moncada,,,,,,Fernando Meza Moncada,,Fernando Meza Moncada,,,male,1946-07-14,Fernando,Fernando Meza Moncada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16302791,Ximena Vidal,Ximena Vidal,,,,,,,,Ximena Vidal,,Ximena Vidal,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Ximena_Vidal_Lázaro.jpg,female,,Ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20015779,Cristián Pareto,Cristián Pareto,,,,,,,,Cristián Pareto,,Cristián Pareto,,,male,1963-10-19,Cristián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20995017,,Boris Tapia,,,,,,,,Boris Tapia,,Boris Tapia,,,male,1941-08-27,Boris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20994894,,Eduardo Lagos Herrera,,,,,,,,Eduardo Lagos Herrera,,Eduardo Lagos Herrera,,,male,,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5648704,Claudia Nogueira,Claudia Nogueira,,,,,,,,Claudia Nogueira,,Claudia Nogueira,,,female,1969-11-26,Claudia,Claudia Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3068132,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe Bascuñán,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe,Felipe Harboe,,,male,1972-07-20,Felipe,,Felipe Harboe Bascuñán,,,,,,,,,,,,,,,,,/m/03qfrtg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5958343,Karla Rubilar,Karla Rubilar,,,,,,,,Karla Rubilar,,Karla Rubilar,,https://upload.wikimedia.org/wikipedia/commons/8/88/Karla_Rubilar_Barahona.jpg,female,,Karla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3576977,Álvaro Escobar,Álvaro Escobar,Álvaro Escobar,Álvaro Escobar,Álvaro Escobar,,,,,Álvaro Escobar,,Álvaro Escobar,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Álvaro_Escobar_cropped.jpg,male,1966-12-16,Álvaro,Álvaro Escobar,Álvaro Escobar,,,,,,,,,,,Álvaro Escobar,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1344955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5672323,Amelia Herrera,Amelia Herrera,,Amelia Herrera,,,,,,Amelia Herrera,,Amelia Herrera,,,female,1950-08-25,Amelia,Amelia Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099611,Ramón Farías,Ramón Farías,,,,,,,,Ramón Farías,,Ramón Farías,,,male,1955-08-23,Ramón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5935992,Jorge Sabag,Jorge Sabag,,Jorge Sabag,,,,,,Jorge Sabag,,Jorge Sabag,,,male,1963-12-26,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6101476,Raúl Súnico,Raúl Súnico,,,,,,,,Raúl Súnico,,Raúl Súnico,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Raúl_Súnico_Galdames.jpg,male,1964-07-28,Raúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110011,Roberto Sepúlveda,Roberto Sepúlveda,,,,,,,,Roberto Sepúlveda,,Roberto Sepúlveda,,,male,1955-08-17,Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5882909,Gonzalo Duarte,Gonzalo Duarte,,,,,,,,Gonzalo Duarte,,Gonzalo Duarte,,,male,1953-04-01,Gonzalo,Gonzalo Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5993820,Manuel Monsalve,Manuel Monsalve,,Manuel Monsalve,,,,,,Manuel Monsalve,,Manuel Monsalve,,,male,1965-07-09,Manuel,Manuel Monsalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6105649,René Alinco,René Alinco,,,,,,,,René Alinco,,René Alinco,,https://upload.wikimedia.org/wikipedia/commons/6/65/René_Alinco_Bustos.jpg,male,1958-06-02,René,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5802697,Denise Pascal,Denise Pascal,,Denise Pascal,,,,,,Denise Pascal,,Denise Pascal,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Denise_Pascal_Allende.jpg,female,1940-07-19,Denise,Denise Pascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153670,Tucapel Jiménez Fuentes,Tucapel Jiménez Fuentes,,,,,,,,Tucapel Jiménez Fuentes,,Tucapel Jiménez Fuentes,,,male,1962-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5935318,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,Jorge Insunza,,Jorge Insunza,,,male,1967-02-12,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5865438,Francisco Chahuán,Francisco Chahuán,,,,,,,,Francisco Chahuán,,Francisco Chahuán,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Francisco_Chahuán_Chahuán.jpg,male,1971-05-20,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chahuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5791610,Cristián Monckeberg,Cristián Monckeberg,,,,,,,,Cristián Monckeberg,,Cristián Monckeberg,,https://upload.wikimedia.org/wikipedia/commons/3/33/Cristian_Monckeberg_Bruner.jpg,male,1968-05-12,Cristián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5833260,Enrique Estay,Enrique Estay,,,,,,,,Enrique Estay,,Enrique Estay,,,male,,Enrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5818789,Edmundo Eluchans Urenda,Edmundo Eluchans Urenda,,Edmundo Eluchans Urenda,,,,,,Edmundo Eluchans Urenda,,Edmundo Eluchans Urenda,,,male,1950-01-21,Edmundo,Edmundo Eluchans Urenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5858483,Felipe Ward,Felipe Ward,,,,,,,,Felipe Ward,,Felipe Ward,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Felipe_Ward_Edwards.jpg,male,,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5999370,Marisol Turres,Marisol Turres,,,,,,,,Marisol Turres,,Marisol Turres,,https://upload.wikimedia.org/wikipedia/commons/1/17/Marisol_Turres_Figueroa.jpg,female,1964-07-13,Marisol,Marisol Turres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5876276,Gastón von Mühlenbrock,Gastón von Mühlenbrock,,,,,,,,Gastón von Mühlenbrock,,Gastón von Mühlenbrock,,,male,1954-12-26,Gastón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6125356,Sergio Bobadilla,Sergio Bobadilla,,Sergio Bobadilla,,,,,,Sergio Bobadilla,,Sergio Bobadilla,,,male,1958-01-01,Sergio,Sergio Bobadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5950700,Juan Lobos,Juan Lobos,,,,,,,,Juan Lobos,,Juan Lobos,,https://upload.wikimedia.org/wikipedia/commons/2/28/Diputado_Juan_Lobos_Krause.jpg,male,1960-12-05,Juan,,,,,,2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q966522,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,,https://upload.wikimedia.org/wikipedia/commons/1/19/Enriquez_Ominami_Lula.jpg,male,1973-06-12,Marco,Marco Enríquez-Ominami,Marco Enríquez-Ominami,,,,,,Marco Enríquez-Ominami,Marco Enríquez-Ominami,,Marco Enríquez-Ominami,,Marco Enríquez-Ominami,Marco Enríquez-Ominami,Marco Enríquez-Ominami,,,,/m/063yms9,,,,,,,,,,,,,,,,,,,,Marco Enríquez-Ominami,,nm0258084,,,,,,,,,,,Marco Enríquez-Ominami,,,,,,,,,,,,,,,,,,,,,,,,
Q5882822,Gonzalo Arenas,Gonzalo Arenas,,Gonzalo Arenas,,,,,,Gonzalo Arenas,,Gonzalo Arenas,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Gonzalo_Arenas_Hodar.jpg,male,1972-12-13,Gonzalo,Gonzalo Arenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5873569,Gabriel Silber,Gabriel Silber,,,,,,,,Gabriel Silber,,Gabriel Silber,,,male,,Gabriel,Gabriel Silber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5044837,Carolina Goic Boroevic,Carolina Goic,Carolina Goic Boroevic,Carolina Goic Boroevic,,Carolina Goic,Carolina Goic,Carolina Goic,Carolina Goic,Carolina Goic,Carolina Goić,Carolina Goic,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Carolina_Goic_Boroevic.jpg,female,1972-12-20,Carolina,Carolina Goic Boroevic,,,,,,,,,,,,,,,,,,,,,Carolina Nevenka Goic Boroevic,Carolina Nevenka Goic Boroevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6066803,Patricio Vallespín,Patricio Vallespín,,,,,,,,Patricio Vallespín,,Patricio Vallespín,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Patricio_Vallespín_López.jpg,male,1964-04-24,Patricio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5999127,Mario Venegas,Mario Venegas,,,,,,,,Mario Venegas,,Mario Venegas,,,male,1957-12-03,Mario,Mario Venegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
