iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
263,Pablo Bustinduy Amador,"Bustinduy Amador, Pablo",Pablo,Bustinduy Amador,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=263&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_263
264,Francisco Javier Hervías Chirosa,"Hervías Chirosa, Francisco Javier",Francisco Javier,Hervías Chirosa,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=264&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_264
265,Antonio Rodríguez Vázquez,"Rodríguez Vázquez, Antonio",Antonio,Rodríguez Vázquez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=265&idLegislatura=11,,11,,,"","","","","",Coruña (A),"",11_265
267,Águeda Reynés Calvache,"Reynés Calvache, Águeda",Águeda,Reynés Calvache,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=267&idLegislatura=11,,11,,,"","","","","",Balears (Illes),"",11_267
268,Gregorio Cámara Villar,"Cámara Villar, Gregorio",Gregorio,Cámara Villar,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=268&idLegislatura=11,,11,,,"","","","","",Granada,"",11_268
269,María Mercè Perea i Conillas,"Perea i Conillas, María Mercè",María Mercè,Perea i Conillas,female,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=269&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_269
27,María del Carmen González Guinda,"González Guinda, María del Carmen",María del Carmen,González Guinda,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=27&idLegislatura=11,,11,,,"","","","","",León,"",11_27
270,Josefa Inmaculada González Bayo,"González Bayo, Josefa Inmaculada",Josefa Inmaculada,González Bayo,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=270&idLegislatura=11,,11,,,"","","","","",Huelva,"",11_270
271,Miguel Anxo Elías Fernández Bello,"Fernández Bello, Miguel Anxo Elías",Miguel Anxo Elías,Fernández Bello,male,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=271&idLegislatura=11,,11,,,"","","","","",Lugo,"",11_271
272,Antonio Gómez-Reino Varela,"Gómez-Reino Varela, Antonio",Antonio,Gómez-Reino Varela,male,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=272&idLegislatura=11,,11,,,"","","","","",A Coruña,"",11_272
273,Ángela Rodríguez Martínez,"Rodríguez Martínez, Ángela",Ángela,Rodríguez Martínez,female,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=273&idLegislatura=11,,11,,,"","","","","",Pontevedra,"",11_273
274,Alexandra Fernández Gómez,"Fernández Gómez, Alexandra",Alexandra,Fernández Gómez,female,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=274&idLegislatura=11,,11,,,"","","","","",Pontevedra,"",11_274
275,Manuel Blasco Marqués,"Blasco Marqués, Manuel",Manuel,Blasco Marqués,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=275&idLegislatura=11,,11,,,"","","","","",Teruel,"",11_275
276,Ana Isabel Alós López,"Alós López, Ana Isabel",Ana Isabel,Alós López,female,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=276&idLegislatura=11,,11,,,"","","","","",Huesca,"",11_276
278,Ester Capella i Farré,"Capella i Farré, Ester",Ester,Capella i Farré,female,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=278&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_278
280,Ana Belén Terrón Berbel,"Terrón Berbel, Ana Belén",Ana Belén,Terrón Berbel,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=280&idLegislatura=11,,11,,,"","","","","",Granada,"",11_280
282,Marta Sorlí Fresquet,"Sorlí Fresquet, Marta",Marta,Sorlí Fresquet,female,COMPROMÍS,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=282&idLegislatura=11,,11,,,"","","","","",Castellón/Castelló,"",11_282
283,Ángela Ballester Muñoz,"Ballester Muñoz, Ángela",Ángela,Ballester Muñoz,female,PODEMOS-COMPROMÍS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=283&idLegislatura=11,,11,,,"","","","","",Valencia,"",11_283
284,Ignasi Candela Serna,"Candela Serna, Ignasi",Ignasi,Candela Serna,male,COMPROMÍS,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=284&idLegislatura=11,,11,,,"","","","","",Alicante,"",11_284
285,Rita Gertrudis Bosaho Gori,"Bosaho Gori, Rita Gertrudis",Rita Gertrudis,Bosaho Gori,female,PODEMOS-COMPROMÍS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=285&idLegislatura=11,,11,,,"","","","","",Alicante,"",11_285
286,Enric Bataller i Ruiz,"Bataller i Ruiz, Enric",Enric,Bataller i Ruiz,male,COMPROMÍS,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=286&idLegislatura=11,,11,,,"","","","","",Valencia,"",11_286
287,Txema Guijarro García,"Guijarro García, Txema",Txema,Guijarro García,male,PODEMOS-COMPROMÍS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=287&idLegislatura=11,,11,,,"","","","","",Valencia,"",11_287
288,Rosana Pastor Muñoz,"Pastor Muñoz, Rosana",Rosana,Pastor Muñoz,female,PODEMOS-COMPROMÍS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=288&idLegislatura=11,,11,,,"","","","","",Valencia/València,"",11_288
294,Carolina Bescansa Hernández,"Bescansa Hernández, Carolina",Carolina,Bescansa Hernández,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=294&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_294
297,Carmen Rocío Cuello Pérez,"Cuello Pérez, Carmen Rocío",Carmen Rocío,Cuello Pérez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=297&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_297
3,Antoni Postius Terrado,"Postius Terrado, Antoni",Antoni,Postius Terrado,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=3&idLegislatura=11,,11,,,"","","","","",LLeida,"",11_3
30,Juan María Vázquez Rojas,"Vázquez Rojas, Juan María",Juan María,Vázquez Rojas,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=30&idLegislatura=11,,11,,,"","","","","",Murcia,"",11_30
304,Jordi Roca Mas,"Roca Mas, Jordi",Jordi,Roca Mas,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=304&idLegislatura=11,,11,,,"","","","","",Tarragona,"",11_304
305,Marc Lamuà Estañol,"Lamuà Estañol, Marc",Marc,Lamuà Estañol,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=305&idLegislatura=11,,11,,,"","","","","",Girona,"",11_305
307,Ferran Bel Accensi,"Bel Accensi, Ferran",Ferran,Bel Accensi,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=307&idLegislatura=11,,11,,,"","","","","",Tarragona,"",11_307
309,Francisco De la Torre Díaz,"De la Torre Díaz, Francisco",Francisco,De la Torre Díaz,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=309&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_309
312,Miriam Nogueras i Camero,"Nogueras i Camero, Miriam",Miriam,Nogueras i Camero,female,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=312&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_312
317,Juana Amalia Rodríguez Hernández,"Rodríguez Hernández, Juana Amalia",Juana Amalia,Rodríguez Hernández,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=317&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_317
318,Juan Jiménez Tortosa,"Jiménez Tortosa, Juan",Juan,Jiménez Tortosa,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=318&idLegislatura=11,,11,,,"","","","","",Almería,"",11_318
319,Joan Baptista Olòriz Serra,"Olòriz Serra, Joan Baptista",Joan Baptista,Olòriz Serra,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=319&idLegislatura=11,,11,,,"","","","","",Girona,"",11_319
32,María José García-Pelayo Jurado,"García-Pelayo Jurado, María José",María José,García-Pelayo Jurado,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=32&idLegislatura=11,,11,,,"","","","","",Cádiz,"",11_32
320,Ana María Surra Spadea,"Surra Spadea, Ana María",Ana María,Surra Spadea,female,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=320&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_320
323,Joan Capdevila i Esteve,"Capdevila i Esteve, Joan",Joan,Capdevila i Esteve,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=323&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_323
325,Antonio Gutiérrez Limones,"Gutiérrez Limones, Antonio",Antonio,Gutiérrez Limones,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=325&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_325
327,Francisco Hernández Spínola,"Hernández Spínola, Francisco",Francisco,Hernández Spínola,male,PSOE-NCa,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=327&idLegislatura=11,,11,,,"","","","","",Santa Cruz de Tenerife,"",11_327
328,Adriana Lastra Fernández,"Lastra Fernández, Adriana",Adriana,Lastra Fernández,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=328&idLegislatura=11,,11,,,"","","","","",Asturias,"",11_328
331,Sonia Ferrer Tesoro,"Ferrer Tesoro, Sonia",Sonia,Ferrer Tesoro,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=331&idLegislatura=11,,11,,,"","","","","",Almería,"",11_331
332,María Tamara Raya Rodríguez,"Raya Rodríguez, María Tamara",María Tamara,Raya Rodríguez,female,PSOE-NCa,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=332&idLegislatura=11,,11,,,"","","","","",S/C Tenerife,"",11_332
333,Mateo Isern Estela,"Isern Estela, Mateo",Mateo,Isern Estela,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=333&idLegislatura=11,,11,,,"","","","","",Illes Balears,"",11_333
335,Marian Beitialarrangoitia Lizarralde,"Beitialarrangoitia Lizarralde, Marian",Marian,Beitialarrangoitia Lizarralde,female,EH Bildu,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=335&idLegislatura=11,,11,,,"","","","","",Gipuzkoa,"",11_335
337,Óscar Galeano Gracia,"Galeano Gracia, Óscar",Óscar,Galeano Gracia,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=337&idLegislatura=11,,11,,,"","","","","",Zaragoza,"",11_337
339,José María García Urbano,"García Urbano, José María",José María,García Urbano,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=339&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_339
340,Gabriel Rufián Romero,"Rufián Romero, Gabriel",Gabriel,Rufián Romero,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=340&idLegislatura=11,,11,,,"","","","","",Barcelona,"",11_340
341,Jordi Salvador i Duch,"Salvador i Duch, Jordi",Jordi,Salvador i Duch,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=341&idLegislatura=11,,11,,,"","","","","",Tarragona,"",11_341
343,María Elena Álvarez Simón,"Álvarez Simón, María Elena",María Elena,Álvarez Simón,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=343&idLegislatura=11,,11,,,"","","","","",Santa Cruz de Tenerife,"",11_343
345,Francesc Xavier Eritja Ciuró,"Eritja Ciuró, Francesc Xavier",Francesc Xavier,Eritja Ciuró,male,ERC-CATSÍ,GER,G.P. Esquerra Republicana,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=345&idLegislatura=11,,11,,,"","","","","",LLeida,"",11_345
346,Miguel Vila Gómez,"Vila Gómez, Miguel",Miguel,Vila Gómez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=346&idLegislatura=11,,11,,,"","","","","",Burgos,"",11_346
347,Isabel García Tejerina,"García Tejerina, Isabel",Isabel,García Tejerina,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=347&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_347
350,Rubén Martínez Dalmau,"Martínez Dalmau, Rubén",Rubén,Martínez Dalmau,male,PODEMOS-COMPROMÍS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=350&idLegislatura=11,,11,,,"","","","","",Alicante,"",11_350
37,José María Barrios Tejero,"Barrios Tejero, José María",José María,Barrios Tejero,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=37&idLegislatura=11,,11,,,"","","","","",Zamora,"",11_37
4,Ramón Luis Molinary Malo,"Molinary Malo, Ramón Luis",Ramón Luis,Molinary Malo,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=4&idLegislatura=11,,11,,,"","","","","",Toledo,"",11_4
40,María Dolores Marcos Moyano,"Marcos Moyano, María Dolores",María Dolores,Marcos Moyano,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=40&idLegislatura=11,,11,,,"","","","","",Cáceres,"",11_40
41,María Gloria Elizo Serrano,"Elizo Serrano, María Gloria",María Gloria,Elizo Serrano,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=41&idLegislatura=11,,11,,,"","","","","",Toledo,"",11_41
43,Susana López Ares,"López Ares, Susana",Susana,López Ares,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=43&idLegislatura=11,,11,,,"","","","","",Asturias,"",11_43
44,José Manuel García-Margallo y Marfil,"García-Margallo y Marfil, José Manuel",José Manuel,García-Margallo y Marfil,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=44&idLegislatura=11,,11,,,"","","","","",Alicante,"",11_44
46,Juan Bravo Baena,"Bravo Baena, Juan",Juan,Bravo Baena,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=46&idLegislatura=11,,11,,,"","","","","",Ceuta,"",11_46
47,Emilio Del Río Sanz,"Del Río Sanz, Emilio",Emilio,Del Río Sanz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=47&idLegislatura=11,,11,,,"","","","","",La Rioja,"",11_47
48,Juan Antonio López de Uralde Garmendia,"López de Uralde Garmendia, Juan Antonio",Juan Antonio,López de Uralde Garmendia,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=48&idLegislatura=11,,11,,,"","","","","",Araba/Álava,"",11_48
49,Isidro Manuel Martínez Oblanca,"Martínez Oblanca, Isidro Manuel",Isidro Manuel,Martínez Oblanca,male,FORO,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=49&idLegislatura=11,,11,,,"","","","","",Asturias,"",11_49
5,Pilar Auxiliadora Serrano Boigas,"Serrano Boigas, Pilar Auxiliadora",Pilar Auxiliadora,Serrano Boigas,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=5&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_5
53,Carlos Rojas García,"Rojas García, Carlos",Carlos,Rojas García,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=53&idLegislatura=11,,11,,,"","","","","",Granada,"",11_53
56,María Rosa Martínez Rodríguez,"Martínez Rodríguez, María Rosa",María Rosa,Martínez Rodríguez,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=56&idLegislatura=11,,11,,,"","","","","",Bizkaia,"",11_56
57,Javier Antón Cacho,"Antón Cacho, Javier",Javier,Antón Cacho,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=57&idLegislatura=11,,11,,,"","","","","",Soria,"",11_57
58,Juan Ignacio Zoido Álvarez,"Zoido Álvarez, Juan Ignacio",Juan Ignacio,Zoido Álvarez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=58&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_58
60,Amparo Botejara Sanz,"Botejara Sanz, Amparo",Amparo,Botejara Sanz,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=60&idLegislatura=11,,11,,,"","","","","",Badajoz,"",11_60
63,José María Eiros Bouza,"Eiros Bouza, José María",José María,Eiros Bouza,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=63&idLegislatura=11,,11,,,"","","","","",Valladolid,"",11_63
64,Eduardo Santos Itoiz,"Santos Itoiz, Eduardo",Eduardo,Santos Itoiz,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=64&idLegislatura=11,,11,,,"","","","","",Navarra,"",11_64
65,Pedro Arrojo Agudo,"Arrojo Agudo, Pedro",Pedro,Arrojo Agudo,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=65&idLegislatura=11,,11,,,"","","","","",Zaragoza,"",11_65
66,Luis Miguel Salvador García,"Salvador García, Luis Miguel",Luis Miguel,Salvador García,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=66&idLegislatura=11,,11,,,"","","","","",Granada,"",11_66
67,Francisco Igea Arisqueta,"Igea Arisqueta, Francisco",Francisco,Igea Arisqueta,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=67&idLegislatura=11,,11,,,"","","","","",Valladolid,"",11_67
69,Marcial Gómez Balsera,"Gómez Balsera, Marcial",Marcial,Gómez Balsera,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=69&idLegislatura=11,,11,,,"","","","","",Córdoba,"",11_69
71,Íñigo Jesús Alli Martínez,"Alli Martínez, Íñigo Jesús",Íñigo Jesús,Alli Martínez,male,UPN-PP,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=71&idLegislatura=11,,11,,,"","","","","",Navarra,"",11_71
72,Juan Manuel Del Olmo Ibáñez,"Del Olmo Ibáñez, Juan Manuel",Juan Manuel,Del Olmo Ibáñez,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=72&idLegislatura=11,,11,,,"","","","","",Valladolid,"",11_72
73,María del Carmen Pita Cárdenes,"Pita Cárdenes, María del Carmen",María del Carmen,Pita Cárdenes,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=73&idLegislatura=11,,11,,,"","","","","",Palmas (Las),"",11_73
74,David Bravo Bueno,"Bravo Bueno, David",David,Bravo Bueno,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=74&idLegislatura=11,,11,,,"","","","","",Almería,"",11_74
75,Javier Sánchez Serna,"Sánchez Serna, Javier",Javier,Sánchez Serna,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=75&idLegislatura=11,,11,,,"","","","","",Murcia,"",11_75
76,Sofía Fernández Castañón,"Fernández Castañón, Sofía",Sofía,Fernández Castañón,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=76&idLegislatura=11,,11,,,"","","","","",Asturias,"",11_76
