id,name__sk,name__eo,name__cs,name,wikipedia__cs,wikipedia__sk,wikipedia__skwikiquote,gender,given_name,original_wikiname,name__en,name__de,name__ru,name__pl,wikipedia__en,wikipedia__pl,birth_date,name__hu,name__es,name__fr,name__nl,name__be_tarask,name__nb,name__da,name__nn,name__sv,wikipedia__be_x_old,wikipedia__commons,wikipedia__de,wikipedia__hu,wikipedia__ru,wikipedia__zh,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__NKC,name__ar,name__it,wikipedia__ar,wikipedia__fr,wikipedia__it,identifier__BNF,family_name,name__be,name__he,name__ca,name__fi,name__uk,name__ga,wikipedia__be,wikipedia__ca,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__sv,wikipedia__uk,identifier__EuroparlMEP,name__eu,name__ko,name__oc,name__lv,name__gl,name__id,name__ja,name__pt,name__tr,name__rue,name__io,name__bg,name__sr,name__ka,name__hr,wikipedia__bg,wikipedia__cswikiquote,wikipedia__gl,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__rue,wikipedia__sr,wikipedia__tr,website,name__lb,name__zh,name__ta,name__yo,name__ms,name__et,name__el,name__mr,name__pt_br,name__vi,name__ie,name__fa,name__lmo,name__mk,name__la,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__huwikiquote,wikipedia__ie,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__plwikiquote,wikipedia__ta,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__fur,name__gd,name__gsw,name__is,name__li,name__lij,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__vec,name__vls,name__wa,name__tt,name__de_ch,name__en_ca,name__en_gb,wikipedia__itwikiquote,identifier__IMDB,identifier__AlloCine,identifier__allmovie
Q602437,Daniel Krajcer,,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,Daniel Krajcer,,male,Daniel,Daniel Krajcer,Daniel Krajcer,,,Daniel Krajcer,,Daniel Krajcer,1969-09-19,,,Daniel Krajcer,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Daniel_Krajcer_2011-01.jpg,,,,,,,,,,,Daniel Krajcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6150597,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,Jana Vaľová,,female,Jana,Jana Vaľová,Jana Vaľová,Jana Vaľová,Яна Валёва,Jana Vaľová,Jana Vaľová,,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,,,,,,,,,,,,,,,Jana Vaľová,,,,,,,,Jana Vaľová,Jana Vaľová,,Jana Vaľová,,,,,,,,,,,,Jana Vaľová,,,,Jana Vaľová,,,Jana Vaľová,Jana Vaľová,,,,,,Jana Vaľová,,,,,,,,,,,,,,,,,,,Jana Vaľová,,,,,Jana Vaľová,,,,,,,Jana Vaľová,,,,,,,,,,,,,,,,,,,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,Jana Vaľová,,,,,,,,
Q637471,Juraj Blanár,,,Juraj Blanár,,Juraj Blanár,,male,Juraj,Juraj Blanár,,,,Juraj Blanár,,Juraj Blanár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6695634,Ľuboš Blaha,Ľuboš Blaha,,Ľuboš Blaha,,Ľuboš Blaha,,male,Luboš,Ľuboš Blaha,Luboš Blaha,Luboš Blaha,,,Luboš Blaha,,1979-01-01,,,Luboš Blaha,Luboš Blaha,,,,,,,,,,,,,,103103910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q673555,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,,male,František,František Šebej,František Šebej,František Šebej,,František Šebej,František Šebej,František Šebej,1947-05-11,František Šebej,František Šebej,František Šebej,František Šebej,,František Šebej,František Šebej,František Šebej,František Šebej,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/František_Šebej.jpg,,30325346,,,,,,,František Šebej,,,,,,,,František Šebej,František Šebej,,František Šebej,,,,,,,,,,,,František Šebej,,,,František Šebej,,,František Šebej,František Šebej,,,,,,František Šebej,,František Šebej,,,,,,,,,,,,,,,,,František Šebej,,,,,František Šebej,,,,,,,František Šebej,,,,,,,,,,,,,,,,,,,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,František Šebej,,,,,,,,
Q6776399,Martin Poliačik,,,Martin Poliačik,,Martin Poliačik,,male,Martin,Martin Poliačik,Martin Poliačik,Martin Poliačik,,,Martin Poliačik,,1980-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q680582,Ivan Uhliarik,,Ivan Uhliarik,Ivan Uhliarik,Ivan Uhliarik,Ivan Uhliarik,,male,Ivan,Ivan Uhliarik,Ivan Uhliarik,Ivan Uhliarik,,Ivan Uhliarik,Ivan Uhliarik,Ivan Uhliarik,1968-06-03,Ivan Uhliarik,Ivan Uhliarik,Ivan Uhliarik,,,,,,,,,,Ivan Uhliarik,,,,,,,,,/m/0wy39ft,,,,,Ivan Uhliarik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q700735,Pavol Hrušovský,,Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,male,Pavol,Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,"Грушовский, Павол",Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,1952-06-09,,Pavol Hrušovský,Pavol Hrušovský,Pavol Hrušovský,Павал Грушаўскі,,,,,Павал Грушаўскі,Category:Pavol Hrušovský,Pavol Hrušovský,,"Грушовский, Павол",,https://upload.wikimedia.org/wikipedia/commons/e/ec/Pavol_Hrušovský_2010.jpg,,84574926,,,,/m/04rylp,mzk2004228241,,,,Pavol Hrušovský,,,,Павел Грушаўскі,,,,,,Павел Грушаўскі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q725799,Dušan Čaplovič,,Dušan Čaplovič,Dušan Čaplovič,Dušan Čaplovič,Dušan Čaplovič,,male,Dušan,Dušan Čaplovič,Dušan Čaplovič,Dušan Čaplovič,,Dušan Čaplovič,Dušan Čaplovič,Dušan Čaplovič,1946-09-18,,,Dušan Čaplovič,Dušan Čaplovič,,,,,,,,Dušan Čaplovič,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Dusan_Caplovic.jpg,0000 0001 0885 5992,32300807,1075656419,n97092671,,/m/0c00k4g,jn20000601246,,,,Dušan Čaplovič,,15501075v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q725801,Ján Počiatek,,Ján Počiatek,Ján Počiatek,Ján Počiatek,Ján Počiatek,,male,Ján,Ján Počiatek,Ján Počiatek,Ján Počiatek,,Ján Počiatek,Ján Počiatek,Ján Počiatek,1970-09-16,,,Ján Počiatek,Ján Počiatek,,,,,,,,Ján Počiatek,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Pociatek_foto1.JPG,,,,,,/m/03y9h1g,,,,,Ján Počiatek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q823087,József Nagy (politik),,József Nagy,József Nagy (politik),József Nagy,József Nagy (politik),,male,József,József Nagy (politik),József Nagy,Józef Nagy,,József Nagy,,József Nagy (polityk),1968-03-11,Nagy József,,József Nagy,,,,,,,,Category:József Nagy,Józef Nagy,"Nagy József (politikus, 1968)",,,https://upload.wikimedia.org/wikipedia/commons/f/fe/József_Nagy_(jan._2012).jpg,,100662647,,,,,,,,,"József Nagy (homme politique, 1968)",,,,,,,,,,,,,,,,,,,,124926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q846107,Zsolt Simon,,Zsolt Simon,Zsolt Simon,Zsolt Simon,Zsolt Simon,,male,Simon,Zsolt Simon,Zsolt Simon,Zsolt Simon,,Zsolt Simon,,Zsolt Simon,1970-08-26,Simon Zsolt,,Zsolt Simon,,,,,,,,,,Simon Zsolt (politikus),,,,,,,,,,,,,,Zsolt Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q907488,Rudolf Chmel,,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,,male,Rudolf,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,1939-02-11,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,Rudolf Chmel,,,,,,,,,Rudolf Chmel,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Rudolf_Chmel_2011.jpg,0000 0001 0923 7264,90716532,,,028391500,/m/0bmfjd0,,,,,Rudolf Chmel,,12023628m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudolf Chmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9148778,Alojz Přidal,,,Alojz Přidal,,Alojz Přidal,,male,Alojz,Alojz Přidal,,,,Alojz Přidal,,Alojz Přidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9254610,Erika Jurinová,,,Erika Jurinová,,Erika Jurinová,,female,Erika,Erika Jurinová,,,,Erika Jurinová,,Erika Jurinová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9283321,Gábor Gál,,,Gábor Gál,,Gábor Gál,,male,Gábor,Gábor Gál,,,,Gábor Gál,,Gábor Gál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9302525,Radoslav Procházka,,,Radoslav Procházka,,Radoslav Procházka,,male,Radoslav,Radoslav Procházka,Radoslav Procházka,Radoslav Procházka,,Radoslav Procházka,Radoslav Procházka,Radoslav Procházka,1972-03-31,,,Radoslav Procházka,Radoslav Procházka,,,,,,,Category:Radoslav Procházka,,,,拉多斯拉夫·普羅哈茨卡,https://upload.wikimedia.org/wikipedia/commons/3/38/Radoslav_prochazka_zupny_pohar_na_bicykli_detom_2013_crop.jpg,,44580486,,,081446918,,,,,,Radoslav Procházka,,150167264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rado2014.sk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9358652,Tibor Bastrnák,,,Tibor Bastrnák,,Tibor Bastrnák,,male,Tibor,Tibor Bastrnák,,,,Tibor Bastrnák,,Tibor Bastrnák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9368751,Viliam Novotný,,,Viliam Novotný,,Viliam Novotný,,male,Viliam,Viliam Novotný,,,,Viliam Novotný,,Viliam Novotný,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
