id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk
Q5854875,Lars Engqvist,,Lars Engqvist,Lars Engqvist,Lars Engqvist,Lars Engqvist,male,1945-08-13,Lars,0763673691509,Lars Engqvist,Lars Engqvist,Lars Engqvist,Category:Lars Engqvist,Lars Engqvist,https://upload.wikimedia.org/wikipedia/commons/2/2e/Lars_Engqvist_1992.jpg,Lars Engqvist,,,,,,,,,,Lars Engqvist,,,,,,38327356,,Lars Engqvist,,,,,,,,0000 0000 5381 6362,,,,,,,,,,,,,,,,,,,,,,,,,Lars Engqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q535342,Lena Ek,Lena Ek,Lena Ek,Lena Ek,Lena Ek,Lena Ek,female,1958-01-16,Lena,0438928446810,Lena Ek,Lena Ek,Lena Ek,,Lena Ek,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lenaek.jpg,Lena Ek,,Lena Ek,Lena Ek,,Lena Ek,Lena EK,,,,,Lena Ek,Lena EK,,,,76300079,,Lena Ek,Lena Ek,/m/054w3n,,Lena Ek,Lena Ek,Lena Ek,,,nb2009007963,,,,,,,,,,,,,,,,,,,,,,,,Lena Ek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Ek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Ek,Lena Ek,28127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971169,Lena Olsson,,Lena Olsson,Lena Olsson,Lena Olsson,Lena Olsson,female,1958,Lena,0615338062910,Lena Olsson,Lena Olsson,Lena Olsson,,Lena Olsson,https://upload.wikimedia.org/wikipedia/commons/f/f0/Lena_Olsson_2.jpg,,,,,,,,,,,,,,,,,,,Lena Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976914,Lena Sandlin-Hedman,Lena Sandlin-Hedman,Lena Sandlin-Hedman,Lena Sandlin-Hedman,Lena Sandlin-Hedman,Lena Sandlin-Hedman,female,1969,Lena,0883183598315,Lena Sandlin-Hedman,Lena Sandlin-Hedman,,,,,Lena Sandlin-Hedman,,Lena Sandlin-Hedman,Lena Sandlin-Hedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3430022,Margareta Winberg,,Margareta Winberg,Margareta Winberg,Margareta Winberg,Margareta Winberg,female,1947-08-13,Margareta,0874604979107,Margareta Winberg,Margareta Winberg,Margareta Winberg,,Margareta Winberg,"https://upload.wikimedia.org/wikipedia/commons/4/45/MargaretaWinberg,_June_12,_2013.jpg",Margareta Winberg,,Margareta Winberg,Margareta Winberg,,,,,,,Margareta Winberg,,,,,,16297503,,Margareta Winberg,Margareta Winberg,/m/0kslb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margareta Winberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4959537,Maria Kornevik Jakobsson,,Maria Kornevik-Jakobsson,Maria Kornevik-Jakobsson,Maria Kornevik Jakobsson,Maria Kornevik Jakobsson,female,1953,Maria,0211726202212,Maria Kornevik Jakobsson,Maria Kornevik-Jakobsson,,,Maria Kornevik-Jakobsson,https://upload.wikimedia.org/wikipedia/commons/a/aa/Maria_Kornevik-Jakobsson.jpg,,,,,,,,,,,,,,,,,,,Maria Kornevik-Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Kornevik-Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5556973,Michael Anefur,Michael Anefur,Michael Anefur,Michael Anefur,Michael Anefur,Michael Anefur,male,1957-03-09,Michael,0892978334516,Michael Anefur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1830351,Per Unckel,,Per Unckel,Per Unckel,Per Unckel,Per Unckel,male,1948-02-24,Per,0104804820009,Per Unckel,Per Unckel,Per Unckel,,Per Unckel,https://upload.wikimedia.org/wikipedia/commons/4/47/Per_Unckel.jpg,Per Unckel,,Per Unckel,Per Unckel,Per Unckel,Per Unckel,,,,Per Unckel,,Per Unckel,,,,,56582501,202075,Per Unckel,Per Unckel,/m/090myp,,,,,,0000 0000 5176 4239,,,,,,,,,,,,,,,,,,,,,Per Unckel,,,,Per Unckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Unckel,,,,,,,,,,,,,,,,,,,,,,,Per Unckel,,,,,,,,,,,,,,057779058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Unckel,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-20,,,,,,,,,,,,,,,,,
Q470630,Peter Eriksson,,Peter Eriksson,Peter Eriksson,Peter Eriksson,Peter Eriksson (politiker),male,1958-08-03,Peter,0447198048312,Peter Eriksson (politiker),Peter Eriksson,Peter Eriksson,Peter Eriksson,Peter Eriksson (politician),https://upload.wikimedia.org/wikipedia/commons/2/24/Peter_Eriksson.jpg,Peter Eriksson,,Peter Eriksson,Peter Eriksson,Peter Eriksson,Peter Eriksson,,,Peter Eriksson,Peter Eriksson (poliitikko),Peter Eriksson (politiker),Peter Eriksson (polityk),,,,,31968538,,Peter Eriksson,Peter Eriksson (Politiker),/m/03sy74,Peter Eriksson,Peter Eriksson,Peter Eriksson (homme politique),Peter Eriksson (politikus),Peter Eriksson,,,Eriksson,,,,,,,,,,,,,,,,,,,,,,,Peter Eriksson,,Peter Eriksson,,,,,,Peter Eriksson,,,,,,,,Peter Eriksson,,,Peter Eriksson,,,,,,,,,,,,,,,,,,,,,,Peter Eriksson,,,,,,,,,,,,Peter Eriksson,,,,,,,Peter Eriksson,,,,,,Peter Eriksson,,,Peter Eriksson,,,,Peter Eriksson,,,,,,,,,,,,http://www.mp.se/om/peter-eriksson,,,124937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3370145,Peter Jeppsson,,Peter Jeppsson,Peter Jeppsson,Peter Jeppsson,Peter Jeppsson,male,1968,Peter,067992138910,Peter Jeppsson,Peter Jeppsson,Peter Jeppsson,,Peter Jeppsson,https://upload.wikimedia.org/wikipedia/commons/6/63/Peter_Jeppsson.jpg,Peter Jeppsson,,Peter Jeppsson,Peter Jeppsson,,,,,,,Peter Jeppsson,,,,,,,,Peter Jeppsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Jeppsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5591632,Roland Bäckman,,Roland Bäckman,Roland Bäckman,Roland Bäckman,Roland Bäckman,male,1960,Roland,0662749063210,Roland Bäckman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6011783,Rolf K. Nilsson,,Rolf K. Nilsson,Rolf K. Nilsson,Rolf K. Nilsson,Rolf K. Nilsson,male,1956-03-27,Rolf,088327461512,Rolf K. Nilsson,Rolf K. Nilsson,,,Rolf K. Nilsson,,,,,,,,,,,,,,,,,,,,Rolf K. Nilsson,,,,,,,,,,Nilsson,,,,,,,,,,,,,,,,,,,,,,,Rolf K. Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4609260,Siv Holma,,Siv Holma,Siv Holma,Siv Holma,Siv Holma,female,1952,Siv,0395416536118,Siv Holma,Siv Holma,Siv Holma,Category:Siv Holma,Siv Holma,https://upload.wikimedia.org/wikipedia/commons/5/58/Siv_Holma_2.jpg,,,,,,,,,,,,,,,,,,,Siv Holma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siv Holma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4936454,Sofia Arkelsten,,Sofia Arkelsten,Sofia Arkelsten,Sofia Arkelsten,Sofia Arkelsten,female,1976-12-06,Sofia,0802826314426,Sofia Arkelsten,Sofia Arkelsten,Sofia Arkelsten,Category:Sofia Arkelsten,Sofia Arkelsten,https://upload.wikimedia.org/wikipedia/commons/3/3b/Sofia_Arkelsten.1c550_3874.jpg,,,,,,,,,,,,,,,,,,,Sofia Arkelsten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofia Arkelsten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5801464,Stig Henriksson,,Stig Henriksson,Stig Henriksson,Stig Henriksson,Stig Henriksson,male,1955-05-30,Stig,0644177413119,Stig Henriksson,,,Category:Stig Henriksson,,https://upload.wikimedia.org/wikipedia/commons/3/32/Stig_Henriksson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5768911,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,male,1960-08-25,Ulf,0834369509410,Ulf Grape,,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Ulf_Grape.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3369258,Ylva Johansson,,Ylva Johansson,Ylva Johansson,Ylva Johansson,Ylva Johansson,female,1964-02-13,Ylva,011731125914,Ylva Johansson,Ylva Johansson,Ylva Johansson,Category:Ylva Johansson,Ylva Johansson,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ylva_Johansson_2014.jpg,Ylva Johansson,,,,,Ylva Johansson,Ylva Johansson,,,,Ylva Johansson,Ylva Johansson,Ylva Johansson,,,,78753530,,Ylva Johansson,Ylva Johansson,/m/07jhrq,,Ylva Johansson,Ylva Johansson,Ylva Johansson,,,,Johansson,,,,,,,,,,,,,,,,,,,,,,,Ylva Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3374751,Caroline Helmersson Olsson,,Caroline Helmersson Olsson,Caroline Helmersson Olsson,Caroline Helmersson Olsson,Caroline Helmersson Olsson,female,1963,Caroline,0537400268911,Caroline Helmersson Olsson,Caroline Helmersson Olsson,Caroline Helmersson Olsson,,Caroline Helmersson Olsson,,Caroline Helmersson Olsson,,,,,,,,,,Caroline Helmersson Olsson,,,,,,,,Caroline Helmersson Olsson,,/m/04n68g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caroline Helmersson Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980261,Maria Stenberg,,Maria Stenberg,Maria Stenberg,Maria Stenberg,Maria Stenberg,female,1966,Maria,0747852417614,Maria Stenberg,Maria Stenberg,,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Maria_Stenberg_(S)_Sverige.jpg,Maria Stenberg,,,,,,,,,,Maria Stenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5863217,Aleksander Gabelic,,Aleksander Gabelic,Aleksander Gabelic,Aleksander Gabelic,Aleksander Gabelic,male,1965-09-17,Aleksander,0355151001911,Aleksander Gabelic,Aleksander Gabelic,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Royal_Wedding_Stockholm_2010-Konserthuset-169.jpg,,,,,,Aleksander Gabelic,,,,,,Aleksander Gabelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6255521,Anders Åkesson,,Anders Åkesson,Anders Åkesson,Anders Åkesson,Anders Åkesson (politiker),male,1958,Anders,0677738818613,Anders Åkesson (politiker),,,Category:Anders Åkesson,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Akesson_anders_02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åkesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4755577,Andreas Norlén,,Andreas Norlén,Andreas Norlén,Andreas Norlén,Andreas Norlén,male,1973,Andreas,0585684563812,Andreas Norlén,Andreas Norlén,Andreas Norlén,Category:Andreas Norlén,Andreas Norlén,https://upload.wikimedia.org/wikipedia/commons/2/26/Andreas_Norlén_2010.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4859755,Barbro Westerholm,,Barbro Westerholm,Barbro Westerholm,Barbro Westerholm,Barbro Westerholm,female,1933,Barbro,0363228965800,Barbro Westerholm,Barbro Westerholm,Barbro Westerholm,Category:Barbro Westerholm,Barbro Westerholm,https://upload.wikimedia.org/wikipedia/commons/7/70/Barbro_Westerholm_01.JPG,Barbro Westerholm,,Barbro Westerholm,Barbro Westerholm,,,,,,,,,,,,,273701310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4898916,Betty Malmberg,,Betty Malmberg,Betty Malmberg,Betty Malmberg,Betty Malmberg,female,1958,Betty,0547818628111,Betty Malmberg,Betty Malmberg,Betty Malmberg,,Betty Malmberg,https://upload.wikimedia.org/wikipedia/commons/d/df/Betty_Malmberg_2012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4916298,Birgitta Eriksson,,Birgitta Eriksson,Birgitta Eriksson,Birgitta Eriksson,Birgitta Eriksson,female,1948,Birgitta,0362924695201,Birgitta Eriksson,Birgitta Eriksson,Birgitta Eriksson,,Birgitta Eriksson,,,,,,,,,,,,,,,,,,17192256,,,,,Birgitta Eriksson,,,,Birgitta Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3363839,Carin Runeson,,Carin Runeson,Carin Runeson,Carin Runeson,Carin Runeson,female,1947,Carin,0502174718806,Carin Runeson,Carin Runeson,Carin Runeson,,Carin Runeson,,Carin Runeson,,,,,,,,,,Carin Runeson,,,,,,,,Carin Runeson,,,Carin Runeson,,,,Carin Runeson,,,,,,,,,,,,,,,,,,,,,,,,,,Carin Runeson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3374576,Christina Zedell,,Christina Zedell,Christina Zedell,Christina Zedell,Christina Zedell,female,1960,Christina,0964379974219,Christina Zedell,Christina Zedell,Christina Zedell,,Christina Zedell,,Christina Zedell,,,,,,,,,,Christina Zedell,,,,,,,,Christina Zedell,,/m/04n22ww,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christina Zedell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3374619,Désirée Liljevall,,Désirée Liljevall,Désirée Liljevall,Désirée Liljevall,Désirée Liljevall,female,1970,Désirée,0767503635911,Désirée Liljevall,Désirée Liljevall,,,Désirée Liljevall,,Désirée Liljevall,,,,,,,,,,Désirée Liljevall,,,,,,,,Désirée Liljevall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Désirée Liljevall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5743643,Egon Frid,Egon Frid,Egon Frid,Egon Frid,Egon Frid,Egon Frid,male,1957-03-15,Egon,0979278953316,Egon Frid,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Egon_Frid_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4991094,Eliza Roszkowska Öberg,,Eliza Roszkowska Öberg,Eliza Roszkowska Öberg,Eliza Roszkowska Öberg,Eliza Roszkowska Öberg,female,1978-02-03,Eliza,0844246115721,Eliza Roszkowska Öberg,Eliza Roszkowska Öberg,Eliza Roszkowska Öberg,,Eliza Roszkowska Öberg,,,,,,,Eliza Roszkowska Öberg,,,,,,Eliza Roszkowska Öberg,,,,,,,Eliza Roszkowska Öberg,,/m/04n3_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eliza Roszkowska Öberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5388443,Erik A. Eriksson,,Erik A. Eriksson,Erik A. Eriksson,Erik A. Eriksson,Erik A. Eriksson,male,1969,Erik,0391973624515,Erik A. Eriksson,Erik A. Eriksson,,,Erik A. Eriksson,https://upload.wikimedia.org/wikipedia/commons/0/07/Erik_A_Eriksson.jpg,,,,,,,,,,,,,,,,,,,Erik A. Eriksson,,,,,,,,,,Eriksson,,,,,,,,,,,,,,,,,,,,,,,Erik A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
