id,name__en,name,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NLA,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Muzinger,website,identifier__CiNii,identifier__NDL,birth_name,family_name,identifier__UScongress,wikipedia__en,identifier__NNDB,identifier__Munzinger,name__nb,name__it,name__de,name__nl,name__af,name__ar,name__bcl,name__bg,name__br,name__ca,name__ceb,name__cs,name__da,name__eo,name__es,name__et,name__eu,name__fa,name__fi,name__fo,name__fr,name__gl,name__he,name__hu,name__id,name__ilo,name__io,name__ja,name__ko,name__la,name__mr,name__ms,name__oc,name__pag,name__pam,name__pl,name__pt,name__ru,name__sk,name__sv,name__ta,name__th,name__tl,name__tr,name__uk,name__vi,name__war,name__zh,name__sr,name__jv,name__hr,name__de_ch,name__el,name__en_ca,name__en_gb,name__mg,name__pt_br,name__yue,name__nan,name__hy,name__arz,name__lv,name__sh,name__cbk_zam,name__nn,name__kk,name__lb,name__zh_yue,wikipedia__af,wikipedia__ar,wikipedia__arz,wikipedia__bcl,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__de,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ilo,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pag,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__sw,name__bn,name__ia,name__mk,name__yo,name__ka,name__lt,name__qu,name__ro,wikipedia__bn,wikipedia__ia,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__sw,wikipedia__yo,name__be,name__zh_mo,name__zh_my,name__simple,wikipedia__be,wikipedia__plwikiquote,name__ml,name__gsw,name__co,name__fy,name__haw,name__is,name__ksh,name__nds,name__pap,name__pdc,name__pih,name__pms,name__scn,name__sco,name__sc,wikipedia__als,wikipedia__bgwikiquote,wikipedia__co,wikipedia__fy,wikipedia__haw,wikipedia__is,wikipedia__ksh,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,name__uz,name__ga,name__az,name__an,name__lmo,name__nds_nl,name__sl,name__sq,name__wa,wikipedia__az,wikipedia__ga,wikipedia__itwikiquote,wikipedia__uz,wikipedia__eswikisource,name__pa,wikipedia__pa,name__be_tarask,wikipedia__be_x_old
Q1713893,Monica Prieto-Teodoro,Monica Prieto-Teodoro,,female,,,,,,,,,1966-03-03,,,Monica,,,,,,,,,Monica Prieto-Teodoro,,,,,Monica Prieto-Teodoro,Monica Prieto-Teodoro,,,,,,,,,,,Monica Prieto-Teodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica Louie Prieto-Teodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica Prieto-Teodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica Louie Prieto-Teodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17305679,Jose Benjamin Benaldo,Jose Benjamin Benaldo,,male,,,,,,,,,1970-01-01,,,Jose,,,,,,,,,Jose Benjamin Benaldo,,,,,Jose Benjamin Benaldo,,,,,,,,,,,,,,,,,,Jose Benjamin Benaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17370912,Erlpe John Amante,Erlpe John Amante,,male,,,,,,,,,,,,,,,,,,,,,Erlpe John Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erlpe John Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erlpe John Amante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17371261,Ferdinand Martin Romualdez,Ferdinand Martin Romualdez,,male,,,,,,,,,,,,Ferdinand,,,http://www.martinromualdez.com/,,,,,,Martin Romualdez,,,,Ferdinand Martin Romualdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Martin Romualdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Martin Romualdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17466123,Barry Gutierrez,Barry Gutierrez,,male,,,,,,,,,1974-02-02,,,Barry,,,,,,,,,Barry Gutierrez,,,,,Barry Gutierrez,,,,,,,,,,,,,,,,,,Barry Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18062098,Carlos Isagani Zarate,Carlos Isagani Zarate,,male,,,,,,,,,,,,Carlos,,,,,,,,,Carlos Isagani Zarate,,,,Carlos Isagani Zarate,Carlos Isagani Zarate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1858359,Mikey Arroyo,Mikey Arroyo,,male,,,,,,,nm1245179,,1969-04-26,,/m/03whbq8,,,,,,,,,,Mikey Arroyo,,,,,Mikey Macapagal-Arroyo,Mikey Arroyo,,,,,,,,,,,Mikey Arroyo,,,,,,Mikey Arroyo,,,,,Mikey Macapagal-Arroyo,,,,,,,,,Mikey Arroyo,,,,,,,,Mikey Macapagal-Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikey Macapagal-Arroyo,,,,,,Mikey Arroyo,,,,,,,,,,,,,,Mikey Macapagal-Arroyo,,,,,,,,,,,,,,,,,Mikey Arroyo,,,,,,,,,,,Mikey Macapagal-Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1859989,"Ramon Magsaysay, Jr.","Ramon Magsaysay, Jr.",,male,,,,,,,,,1938-06-05,,,Ramon,,,,,,,,,"Ramon Magsaysay, Jr.",,,,,,Ramon Magsaysay jr.,,,,,,,,,,,"Ramon Magsaysay, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramon Magsaysay Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramon Magsaysay jr.,,,,,,,,,,,,,,,Ramon Magsaysay Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1867908,Pablo P. Garcia,Pablo P. Garcia,,male,,87607999,,,,,,,1925-09-25,,,Pablo,,,,,,,,,Pablo P. Garcia,,,,,,Pablo Garcia,,,,,,,,,,,,,,,,,Pablo Garcia,,,,,,,,,,,,,,,,,,,,,,Pablo Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Garcia,,,,,,,,,,,,,,,Pablo Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1898908,Victor Ziga,Victor Ziga,,male,,,,,,,,,1945-09-30,,,Victor,,,,,,,,,Victor Ziga,,,,,Victor Ziga,Victor Ziga,,,,,,,,,,,Victor Ziga,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor San Andres Ziga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Ziga,,,,,,,,,,,,,,,Victor San Andres Ziga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1919690,Victor Sumulong,Victor Sumulong,,male,,,,,,,,,1946-05-19,2009-01-06,,Victor,,,,,,,,,Victor Sumulong,,,,,Victor Sumulong,Victor Sumulong,,,,,,,,,,,Victor Sumulong,,,,,,Victor Sumulong,,,,,,,,,,,,,,,,,,,,,,Victor Sumulong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Sumulong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Sumulong,,,,,,,,,,,,,,,Victor Sumulong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1943895,Eduardo Roquero,Eduardo Roquero,,male,,,,,,,,,1949-10-18,2009-08-24,,Eduardo,,,,,,,,,Eduardo Roquero,,,,,Eduardo Roquero,Eduardo Roquero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Roquero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Roquero,,,,,,,,,,,,,,,Eduardo Roquero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19974770,Jose Fuentebella,Jose Fuentebella,,male,,,,,,,,,,,,Jose,,,,,,,,,Jose Fuentebella,,,,,,Jose Fuentebella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Fuentebella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2018136,Narciso Ramos,Narciso Ramos,,male,,,,,,,,,1900-11-11,1986-02-03,,Narciso,,,,,,,,,Narciso Ramos,,,,,Narciso Ramos,Narciso Ramos,,,,,,,,,,,,,,,,,Narciso Ramos,,,,Narciso Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Narciso Ramos,,,,,,,,,,,,,,Narciso Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2084711,Teresa Aquino-Oreta,Teresa Aquino-Oreta,,female,,,,,,,,,1944-06-28,,,Teresa,,,,,,,,,Teresa Aquino-Oreta,,,,,,Teresa Aquino-Oreta,,,,,,,,,,,Teresa Aquino-Oreta,,,,,,Teresa Aquino-Oreta,,,,,,,,,,,,,,Teresa Aquino-Oreta,,,,,,,,Tessie Aquino-Oreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Aquino-Oreta,,,,Teresa Aquino-Oreta,,,,,,,,,,,Tessie Aquino-Oreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2108334,Risa Hontiveros,Risa Hontiveros,https://upload.wikimedia.org/wikipedia/commons/e/e9/Risa_hontiveros.JPG,female,,,,,,,,,1966-06-24,,/m/03qfwhq,,,,,,,,,,Risa Hontiveros,,,Risa Hontiveros-Baraquel,,Risa Hontiveros,Risa Hontiveros-Baraquel,,,,,,,,,Risa Hontiveros-Baraquel,,Risa Hontiveros,,,,,,Risa Hontiveros,,,,,,,,,,,,,,,,,,,Risa Hontiveros-Baraquel,,,Risa Hontiveros-Baraquel,,,,,,,,,,,,,,,,,,,,,,Risa Hontiveros-Baraquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Risa Hontiveros,,,,,,,,,,,,,,,Risa Hontiveros-Baraquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2133872,Juan Edgardo Angara,Juan Edgardo Angara,,male,,,,,,,,,1972-07-15,,,Juan,,,,,,,,,Sonny Angara,,,,,Juan Edgardo Angara,Juan Edgardo Angara,,,,,,,,,,,,,,,,,Juan Edgardo Angara,,,,,,,,,,,,,,Sonny Angara,,,,,,,,Juan Edgardo Angara,,,,,桑尼˙安牙拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Edgardo Angara,,,,Sonny Angara,,,,,,,,,,,Juan Edgardo Angara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2157713,Wahab Akbar,Wahab Akbar,,male,,,,,,,,,1960-04-16,2007-11-13,/m/03cygmv,,,,,,,,,,Wahab Akbar,,,,,Wahab Akbar,Wahab Akbar,,,,,,,,,,,Wahab Akbar,,,,,,Wahab Akbar,,,,Wahab Akbar,,,,,,,,,,,,,,,,,,Wahab Akbar,,,,,瓦哈卜·阿克巴尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahab Akbar,,,,,,,,,,,,,Wahab Akbar,,,,,,,,,,,,,,Wahab Akbar,,,,,,,,,,,,,,,Wahab Akbar,,,,,,,瓦哈卜·阿克巴尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2161827,Florencio Vargas,Florencio Vargas,,male,,,,,,,,,1931-11-07,2010-07-22,/m/03nvncx,,,,,,,,,,Florencio Vargas,,,,,Florencio Vargas,Florencio Vargas,,,,,,,,,,,Florencio Vargas,,,,,,Florencio Vargas,,,,,,,,,,,,,,,,,,,,,,Florencio Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencio Vargas,,,,,,,,,,,,,,,Florencio Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2163117,"Rolando Andaya, Jr.","Rolando Andaya, Jr.",,male,,,,,,,,,1969-03-10,,,Rolando,,,,,,,,,"Rolando Andaya, Jr.",,,,,"Rolando Andaya, Jr.","Rolando Andaya, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolando Andaya, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2192916,Cynthia Villar,Cynthia Villar,,female,,,,,,,,,1950-07-29,,/m/0b75r5s,Cynthia,,,,,,,,,Cynthia Villar,,,,,Cynthia Villar,Cynthia Villar,,,,,,,,,,,Cynthia Villar,,,,,,Cynthia Villar,,,,,,,,,,,,,,,,,,,,,,Cynthia Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cynthia Villar,,,,,,,,,,,,,,,Cynthia Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2208719,Imee Marcos,Imee Marcos,https://upload.wikimedia.org/wikipedia/commons/2/26/Imee_Marcos.jpg,female,,,,,,,,,1955-11-12,,/m/02rdqz,,,,,,,,,,Imee Marcos,,,Imee Marcos,Imee Marcos,Imee Marcos,Imee Marcos,,,,,,,,Imee Marcos,,,Imee Marcos,,,,,,Imee Marcos,,,,,,,,,,,,,,,,,Имельда Маркос,Imee Marcos,,,,Imee Marcos,,,,,,,,,,Ιμέε Μάρκος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imee Marcos,,,,,,,,,,,Imee Marcos,,,,,,,,,,,,,,,Imee Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2212534,Pablo Angeles y David,Pablo Angeles y David,,male,,,,,,,,,1889-08-17,1965-05-16,,Pablo,,,,,,,,,Pablo Angeles y David,,,,Pablo Angeles David,Pablo A. David,Pablo Angeles David,,,,,,,,,,,Pablo Angeles y David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo A. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Angeles David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2266541,Oscar Castelo,Oscar Castelo,,male,,,,,,,,,1903-05-20,1982-06-20,,Oscar,,,,,,,,,Oscar Castelo,,,,,Oscar Castelo,Oscar Castelo,,,,,,,,,,,,,,,,,Oscar Castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2333506,Edgar Chatto,Edgar Chatto,,male,,,,,,,,,1960-02-21,,,Edgar,,,,,,,,,Edgar Chatto,,,,,Edgar Chatto,Edgar Chatto,,,,,,,,,,,Edgar Chatto,,,,,,Edgar Chatto,,,,,,,,,,,,,,,,,,,,,,Edgardo Chatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edgar Chatto,,,,,,,,,,,,,,,Edgardo Chatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2368262,Agapito Aquino,Agapito Aquino,,male,,,,,,,,,1939-05-20,2015-08-17,/m/03hhth8,Agapit,,,,,,,,,Butz Aquino,,,,,Agapito Aquino,Agapito Aquino,,,,,,Agapito Aquino,,,,,Agapito Aquino,,,,,,Agapito Aquino,,,,,,,,,,,,,,Agapito Aquino,,,,,,,,Butz Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butz Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapito Aquino,,,,Agapito Aquino,,,,,,,,,,,Butz Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2399446,Chavit Singson,Chavit Singson,,male,,78505919,,,,,,,1941-06-21,,/m/06z76t,Luis,,,,,,,,,Chavit Singson,,,Luis Singson,Chavit Singson,Chavit Singson,Luis Singson,,,,,,,,,Luis Singson,,Chavit Singson,,,,,,Chavit Singson,,,,,,,ルイス・シンソン,,,,,,,,,,,,Luis Singson,,,Luis Singson,,,,,,,,,,,,,,,,,,,,,,Luis Singson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chavit Singson,ルイス・シンソン,,,,,,,,,,Luis Singson,,,,,,,,,,,,,,,Luis Singson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q241545,"Aquilino Pimentel, Jr.","Aquilino Pimentel, Jr.",https://upload.wikimedia.org/wikipedia/commons/7/70/Nene_Pimentel_cropped.jpg,male,,2371405,,nr97001936,,,,,1933-12-11,,/m/0330kw,,,,,,,,,,"Aquilino Pimentel, Jr.",,,,,"Aquilino Pimentel, Jr.",Aquilino Pimentel jr.,,,,,,,,,,,"Aquilino Pimentel, Jr.",,,,,,"Aquilino Pimentel, Jr.",,,,,,,,,,,,,,"Aquilino Pimentel, Jr.",,,,,,,,"Aquilino Pimentel, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquilino Pimentel junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquilino Pimentel jr.,,,,"Aquilino Pimentel, Jr.",,,,,"Aquilino Pimentel, Jr.",,,,,,"Aquilino Pimentel, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2447682,Jose Cojuangco,Jose Cojuangco,,male,,55957720,,,,,,,1896-07-03,1976-08-21,,Jose,,,,,,,Xu,,Jose Cojuangco,,,Jose C. Cojuangco,,Jose Cojuangco,Jose Cojuangco sr.,,,,,,,,Jose Cojuangco,Jose Cojuangco,,Jose Cojuangco,,,,,,,,,,,,,,,,,,,,,,,Хосе Корасон,,Jose Cojuangco,,,,,,,,許寰哥,,,,,,,,,,,,,,,,,Jose Cojuangco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Cojuangco sr.,Jose C. Cojuangco,,,,,,,,,,,,,,,,,,,,,許寰哥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2452775,Liza Maza,Liza Maza,,female,,,,,,,,,1957-09-08,,/m/02qgkxc,Liza,,,,,,,,,Liza Maza,,,,,Liza Maza,Liza Maza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liza Maza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liza Maza,,,,,,,,,,,,,,,Liza Maza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2473986,Maria Clara Lobregat,Maria Clara Lobregat,,female,,,,,,,,,1921-04-26,2004-01-02,,Maria,,,,,,,,,Maria Clara Lobregat,,,,,Maria Clara Lobregat,Maria Clara Lobregat,,,,,,,,,,,María Clara Lobregat,,,,,,Maria Clara Lobregat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Clara Lobregat,,,,,,,,,,,,Maria Clara Lobregat,,,,,,,,,,,,María Clara Lobregat,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Clara Lobregat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2495512,Tomas Osmeña,Tomas Osmeña,https://upload.wikimedia.org/wikipedia/commons/a/a2/Tommy_Osmena.jpg,male,,,,,,,,,1948-07-26,,,Tomas,,,,,,,,,Tomas Osmeña,,,,,Tomas Osmeña,Tomas Osmeña,,,,,,,,,,,Tomas Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Osmeña,,,,,,,,,,,,,,,Tomas Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2499372,Ramon Bagatsing,Ramon Bagatsing,,male,,,,,,,,,1916-08-19,2006-02-14,,Ramon,,,,,,,,,Ramon Bagatsing,,,,,Ramon Bagatsing,Ramon Bagatsing,,,,,,,,,,,,,,,,,,,,,Ramon Bagatsing,,,,,,,,,,,,,,,,,,Ramon Bagatsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramon Bagatsing,,,,,,,,,,,,,,Ramon Bagatsing,,,,,,,,,,,,,,,Ramon Bagatsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
