id,name__no,name,wikipedia__no,name__nb,wikipedia__nb,name__nn,wikipedia__nn,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,twitter,identifier__VIAF,identifier__IMDB,identifier__GND,identifier__LCAuth,identifier__BIBSYS,facebook,identifier__ISNI,identifier__SUDOC,family_name,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,website,death_date,identifier__BNF,identifier__NTA,identifier__NDL,identifier__NLA,identifier__NSK,identifier__NPG,identifier__N6I,name__de,name__es,name__fr,name__nl,name__da,name__sv,wikipedia__da,wikipedia__de,name__pl,name__se,wikipedia__fr,wikipedia__pl,wikipedia__se,wikipedia__sv,name__ru,name__ro,name__fi,name__et,name__fo,name__cs,name__ja,name__he,name__uk,name__fa,wikipedia__cs,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__ro,wikipedia__ru,wikipedia__uk,name__id,wikipedia__id,wikipedia__commons,name__ka,wikipedia__ka,name__la,wikipedia__la,name__it,wikipedia__it,wikipedia__nowikiquote,name__tr,wikipedia__tr,name__cy,name__en_gb,name__eo,name__gl,wikipedia__gl,name__ar,wikipedia__ar,name__is,name__qu,name__de_ch,name__en_ca,wikipedia__cswikiquote,wikipedia__is,wikipedia__plwikiquote,wikipedia__qu,name__ca,name__hr,name__lt,name__pt,name__sk,name__sl,name__kl,name__vi,wikipedia__vi,name__ur,wikipedia__ur,name__hu,name__el,name__ta,name__af,name__bn,name__br,name__lb,name__sr,name__be,name__zh,name__mr,name__lmo,name__ko,name__mk,name__nds,name__vmf,name__vls,name__pdc,name__gsw,wikipedia__af,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__el,wikipedia__hu,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__mr,wikipedia__pt,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__zh,name__an,name__bs,name__ceb,name__eu,name__ga,name__nds_nl,name__pms,name__sq,name__vec,name__wa,name__oc,name__ms,name__sw,name__bcl,name__be_tarask,name__io,name__kk,name__yo,name__lv,name__sh,name__ku,name__bg,name__pt_br,name__sco,name__ml,name__hi,name__az,name__ie,name__hy,wikipedia__an,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bg,wikipedia__ca,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__hi,wikipedia__ie,wikipedia__io,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sw,wikipedia__yo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__nds,wikipedia__hy,name__sr_el,name__sr_ec,name__ia,name__tl,name__ku_arab,name__ku_latn,name__war,name__mg,name__ne,wikipedia__bs,wikipedia__cy,wikipedia__eswikiquote,wikipedia__hr,wikipedia__ia,wikipedia__mg,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,wikipedia__war,wikipedia__enwikisource,name__szl,wikipedia__szl,wikipedia__bswikiquote,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,wikipedia__arz,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__te,wikipedia__th,identifier__GNC,wikipedia__species,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vo,name__wo,name__zu,wikipedia__ast,original_wikiname,identifier__OLID,identifier__NLAtrove,identifier__FAST,identifier__Britannica,wikipedia__frwikiquote,wikipedia__nowikisource,name__new,name__sa,wikipedia__new,wikipedia__sa,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__SFDb,identifier__TED,name__fit,name__vep,wikipedia__vep,wikipedia__nnwikiquote
Q5109622,,Christian Fredrik Sissenèr,,,,,,Christian Fredrik Sissenèr,Christian Fredrik Sissenèr,,male,1849,Christian,,,,,,,,,,,,,,,,,1903,,,,,,,,Christian Fredrik Sissenèr,,Christian Fredrik Sissenèr,Christian Fredrik Sissenèr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Fredrik Sissenèr,,,,,,,,,,,,,,,,,,,
Q947952,,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,,Ulrik Motzfeldt,Ulrik Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,https://upload.wikimedia.org/wikipedia/commons/a/a6/Ulrik_Anton_Motzfeldt.png,male,1807-01-27,Ulrik,/m/0587fmm,,210397229,,173196519,,,,,,,,,,,,1865-07-10,,,,,,,,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,Ulrik Anton Motzfeldt,,Ulrik Anton Motzfeldt,,,,,,Ulrik Anton Motzfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrik Anton Motzfeldt,,,,,,,,,,,,,,,,,,,
Q4794600,,Arne Kielland,Arne Kielland,Arne Kielland,,Arne Kielland,Arne Kielland,Arne Kielland,Arne Kielland,,male,1939,Arne,,,230924319,,,,,,,,,,,,,,2003,,,,,,,,Arne Kielland,,Arne Kielland,Arne Kielland,Arne Kielland,Arne Kielland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arne Kielland,,,,,,,,,,,,,,,,,,,
Q1799081,Nils Hertzberg,Nils Hertzberg,Nils Hertzberg (prost),Nils Hertzberg,,Niels Hertzberg,Niels Hertzberg,Niels Hertzberg,Niels Hertzberg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Prost_Niels_Hertzberg.png,male,1759-08-13,Niels,,,228751465,,,,x02114249,,,,,,,,,,1841-10-21,,,,,,,,Niels Hertzberg,,Nils Hertzberg,Niels Hertzberg,Nils Hertzberg,Nils Hertzberg,Nils Hertzberg (provst),,,,,,,Nils Hertzberg (präst),,,,,,,,,,,,,,,,,,,,,,,,,Category:Nils Hertzberg (1759–1841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Hertzberg,OL5786109A,,,,,,,,,,,,,,,,,,
Q11972393,,Gotfred Johan Hølvold,Gotfred Johan Hølvold,Gotfred Johan Hølvold,,Gotfred Johan Hølvold,,Gotfred Johan Hølvold,,,male,1903-04-22,Gotfred,,,,,,,,,,,,,,,,,1979-07-28,,,,,,,,Gotfred Johan Hølvold,,Gotfred Johan Hølvold,,Gotfred Johan Hølvold,Gotfred Johan Hølvold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gotfred Johan Hølvold,,,,,,,,,,,,,,,,,,,
Q11972605,,Grethe Værnø,Grethe Værnø,Grethe Værnø,,Grethe Værnø,Grethe Værnø,Grethe Værnø,,,female,1938-10-17,Grethe,,,18565432,,,,x90136661,,,,,,,,,,,,,,,,,,Grethe Værnø,,Grethe Værnø,Grethe Værnø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grethe Værnø,,,,,,,,,,,,,,,,,,,
Q5550451,,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,https://upload.wikimedia.org/wikipedia/commons/7/7b/Gerd_Janne_Kristoffersen_-_Arbeiderpartiet.jpg,female,1952-11-18,Gerd,,,,,,,,,,,,,,,,,,,,,,,,,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,Gerd Janne Kristoffersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerd Janne Kristoffersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerd Janne Kristoffersen,,,,,,,,,,,,,,,,,,,
Q4577892,,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,,Morten Lambrechts,Morten Lambrechts,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,,male,1824-10-04,Morten,,,,,,,,,,,,,,,,,1900-05-28,,,,,,,,Morten Diderik Emil Lambrechts,,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,Morten Diderik Emil Lambrechts,,,,,,,,Morten Diderik Emil Lambrechts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Diderik Emil Lambrechts,,,,,,,,,,,,,,,,,,,
Q4811438,,Astrid Marie Nistad,Astrid Marie Nistad,Astrid Marie Nistad,,Astrid Marie Nistad,Astrid Marie Nistad,Astrid Marie Nistad,Astrid Marie Nistad,,female,1938-12-09,Astrid,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Marie Nistad,,Astrid Marie Nistad,Astrid Marie Nistad,Astrid Marie Nistad,Astrid Marie Nistad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Marie Nistad,,,,,,,,,,,,,,,,,,,
Q4588221,,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,https://upload.wikimedia.org/wikipedia/commons/9/92/Portrett_av_Viggo_Ullmann(cropped).jpg,male,1848-12-21,Viggo,,,73542641,,,,,,0000 0000 4484 074X,,,,,,,,1910,,,,,,,,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,Viggo Ullmann,,,,,,,,Viggo Ullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viggo Ullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viggo Ullmann,,,,,,,,,,,,,,,,,,,
Q1772847,,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,,female,1921-11-28,Inger,,,14818504,,,n91081209,,,0000 0000 3266 2448,030679664,,,,,,,2006-05-21,122047580,,,,,,,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,Inger Louise Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inger Louise Valle,,,,,,,,,,,,,,,,,,,,,,,,,,Inger Louise Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inger Louise Valle,,,290203,,,,,,,,,,,,,,,,
Q4592559,,Arild Lund,Arild Lund,Arild Lund,,Arild Lund,,Arild Lund,Arild Lund,,male,1940-03-04,Arild,,,,,,,,,,,,,,,,,,,,,,,,,Arild Lund,,Arild Lund,Arild Lund,Arild Lund,Arild Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arild Lund,Arild Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arild Lund,,,,,,,,,,,,,,,,,,,
Q181635,,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,,male,1808,Christen,,,,,,,,,,,,,,,,,,,,,,,,,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,Christen Larsen Arneberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christen Larsen Arneberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christen Larsen Arneberg,,,,,,,,,,,,,,,,,,,
Q15078687,,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,,Kårstein Løvaas,Kårstein Løvaas,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,https://upload.wikimedia.org/wikipedia/commons/c/c9/Kel4.jpg,male,1967-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,Kårstein Eidem Løvaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kårstein Eidem Løvaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kårstein Eidem Løvaas,,,,,,,,,,,,,,,,,,,
Q5963582,,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,,male,1959-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,Hårek Elvenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hårek Elvenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hårek Elvenes,,,,,,,,,,,,,,,,,,,
Q16760847,,Tørris Heggelund,Tørris Heggelund,Tørris Heggelund,,Tørris Heggelund,Tørris Heggelund,Tørris Heggelund,Tørris Heggelund,,male,1872-10-09,,,,,,,,,,,,,,,,,,1940-05-01,,,,,,,,Tørris Heggelund,,Tørris Heggelund,Tørris Heggelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tørris Heggelund,,,,,,,,,,,,,,,,,,,
Q15685097,,Nils Nilssøn Dahl,,,,Nils Nilssen Dahl,Nils Nilssen Dahl,Nils Nilssøn Dahl,Nils Nilssøn Dahl,,male,1806-07-18,Nils,,,260096198,,1025275950,,,,,,,,,,,,1854-07-21,,,,,,,,Nils Nilssøn Dahl,Nils Nilssøn Dahl,Nils Nilssøn Dahl,Nils Nilssøn Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Nilssøn Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Nilssøn Dahl,,,,,,,,,,,,,,,,,,,
Q7159124,,Peder Tonning,Peder Tonning,Peder Tonning,,Peder Tonning,Peder Tonning,Peder Tonning,Peder Tonning,,male,1782-01-14,Peder,,,,,,,,,,,,,,,,,1839-05-03,,,,,,,,Peder Tonning,,Peder Tonning,Peder Tonning,Peder Tonning,Peder Tonning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peder Tonning,,,,,,,,,,,,,,,,,,,
Q5109145,,Christen Andersen Vallesværd,Christen Andersen Vallesværd,Christen Andersen Vallesværd,,Christen Andersen Vallesværd,,Christen Andersen Vallesværd,Christen Andersen Vallesværd,,male,1797,Christen,,,,,,,,,,,,,,,,,1842,,,,,,,,Christen Andersen Vallesværd,Christen Andersen Vallesværd,Christen Andersen Vallesværd,Christen Andersen Vallesværd,Christen Andersen Vallesværd,Christen Andersen Vallesværd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christen Andersen Vallesværd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christen Andersen Vallesværd,,,,,,,,,,,,,,,,,,,
Q4919543,,Bjarne Mørk Eidem,Bjarne Mørk-Eidem,Bjarne Mørk-Eidem,,Bjarne Mørk-Eidem,,Bjarne Mørk Eidem,Bjarne Mørk Eidem,https://upload.wikimedia.org/wikipedia/commons/6/6d/Bjarne_Mørk-Eidem_Torgar_Næringshage_02.jpg,male,1936-10-04,Bjarne,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Mørk Eidem,Bjarne Mørk Eidem,Bjarne Mørk Eidem,Bjarne Mørk Eidem,Bjarne Mørk-Eidem,Bjarne Mørk-Eidem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Mørk Eidem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Mørk Eidem,,,,,,,,,,,,,,,,,,,
Q3375755,,Olav Steinnes,Olav Martinius Steinnes,Olav Martinius Steinnes,,Olav Martinius Steinnes,Olav Martinius Steinnes,Olav Steinnes,Olav Steinnes,,male,1886-01-09,Olav,,,,,,,,,,,,,,,,,1961,,,,,,,,Olav Steinnes,Olav Steinnes,Olav Martinius Steinnes,Olav Steinnes,Olav Martinius Steinnes,Olav Martinius Steinnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Steinnes,,,,,,,,,,,,,,,,,,,
Q7827240,,Torstein Tynning,Torstein Tynning,Torstein Tynning,,Torstein Tynning,Torstein Tynning,Torstein Tynning,Torstein Tynning,,male,1932-06-04,Torstein,,,,,,,,,,,,,,,,,2000-11-18,,,,,,,,Torstein Tynning,,Torstein Tynning,Torstein Tynning,Torstein Tynning,Torstein Tynning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torstein Tynning,,,,,,,,,,,,,,,,,,,
Q3428729,,Carl Stousland,Carl Stousland,Carl Stousland,,Carl Stousland,Carl Stousland,Carl Stousland,Carl Stousland,https://upload.wikimedia.org/wikipedia/commons/4/4b/Carl_Stousland.jpg,male,1860-10-25,Carl,,,,,,,,,,,,,,,,,1941-08-23,,,,,,,,Carl Stousland,Carl Stousland,Carl Stousland,Carl Stousland,Carl Stousland,Carl Stousland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Stousland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Stousland,,,,,,,,,,,,,,,,,,,
Q6453589,,Kåre Fostervold,Kåre Fostervold,Kåre Fostervold,,Kåre Fostervold,Kåre Fostervold,Kåre Fostervold,Kåre Fostervold,https://upload.wikimedia.org/wikipedia/commons/8/83/Statssekretær_Fostervold_i_Brussel_(12930079155)_(cropped).jpg,male,1969-10-10,Kåre,,,,,,,,,,,,,,,,,,,,,,,,,Kåre Fostervold,,Kåre Fostervold,Kåre Fostervold,Kåre Fostervold,Kåre Fostervold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kåre Fostervold,,,,,,,,,,,,,,,,,,,
Q5607755,,Grethe Fossli,Grethe Fossli,Grethe Fossli,,Grethe Fossli,Grethe Fossli,Grethe Fossli,Grethe Fossli,,female,1954-12-21,Grethe,,,,,,,,,,,,,,,,,,,,,,,,,Grethe Fossli,,Grethe Fossli,Grethe Fossli,Grethe Fossli,Grethe Fossli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grethe Fossli,,,,,,,,,,,,,,,,,,,
