id,name__en,name__zh,name,wikipedia__commons,wikipedia__zh,original_wikiname,gender,birth_date,image,name__zh_tw,name__nan,wikipedia__zh_min_nan,family_name,name__fr,name__es,name__zh_hant,name__hu,name__nl,wikipedia__en,identifier__VIAF,identifier__NCL,name__ru,identifier__ISNI,identifier__LCAuth,identifier__NLA,wikipedia__es,wikipedia__zhwikiquote,name__ja,wikipedia__ja,facebook,name__zh_hans,name__zh_hk,name__id,name__vi,name__de,name__nds,name__vmf,name__en_ca,name__en_gb,name__ko,name__pl,wikipedia__de,wikipedia__id,wikipedia__pl,wikipedia__vi,identifier__freebase,name__oc,name__it,wikipedia__fr,given_name,wikipedia__ko,name__tr,identifier__BNF,identifier__SUDOC,identifier__IMDB,wikipedia__it,electoral_district,name__yue,wikipedia__ru,wikipedia__zh_yue,name__wuu,wikipedia__enwikiquote,wikipedia__wuu,name__zh_cn,name__zh_mo,name__zh_my,name__zh_sg,name__sv,name__et,wikipedia__et,wikipedia__sv,wikipedia__tr,identifier__FAST,identifier__MusicBrainz,name__cdo,wikipedia__cdo,name__gan_hans,name__gan_hant,name__gan,wikipedia__gan,name__ca,name__pt,name__nb,wikipedia__ca,wikipedia__no,wikipedia__pt
Q8349077,"Hsu Chih-chieh","許智傑","許智傑","Category:Hsu Chih-chieh","許智傑","Hsu Chih-chieh",male,1966-01-05,,,,,"Xǔ","Hsu Chih-chieh","Hsu Chih-chieh",,"Hsu Chih-chieh",,"Hsu Chih-chieh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349282,,"黃秀芳","黃秀芳","Category:Huang Hsiu-fang","黃秀芳","黃秀芳",female,1971-11-10,"https://upload.wikimedia.org/wikipedia/commons/1/1e/黃秀芳_.jpg",,"N̂g Siù-hong","N̂g Siù-hong",Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349451,,"鄭寶清","鄭寶清",,"鄭寶清","鄭寶清",,1955-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349613,"Lo Chih-cheng","羅致政","羅致政","Category:Lo Chih-cheng","羅致政","羅致政",male,1964-11-17,https://upload.wikimedia.org/wikipedia/commons/d/d6/Wiki_LO.jpg,,"Lô Tì-chèng","Lô Tì-chèng",Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349646,"Liu Chien-kuo","劉建國","劉建國","Category:Liu Chien-kuo","劉建國","Liu Chien-kuo",male,1969-03-09,,,"Lâu Kiàn-kok","Lâu Kiàn-kok",Liu,,,,,,"Liu Chien-kuo",316457434,000005589,,,,,,,"劉建国",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349660,,"劉櫂豪","劉櫂豪","Category:Liu Chao-hao","劉櫂豪","劉櫂豪",male,1967-02-02,"https://upload.wikimedia.org/wikipedia/commons/4/46/臺灣國會議員(出身臺東縣之立法委員)劉櫂豪_Congressman_of_Taiwan_from_Taitung_County_Liu,_Chao-hao.jpg",,,,Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349723,"Lee Kun-tse","李昆澤","李昆澤","Category:Lee Kun-tse","李昆澤","李昆澤",male,1964-04-29,,,"Lí Khun-te̍k","Lí Khun-te̍k",Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8349768,"Lin Tai-hua","林岱樺","林岱樺","Category:Lin Tai-hua","林岱樺","林岱樺",female,1972-08-04,https://upload.wikimedia.org/wikipedia/commons/1/10/Lin_Tai-hua.jpg,,"Lîm Tāi-hôa","Lîm Tāi-hôa",Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350110,"Pan Meng-an","潘孟安","潘孟安","Category:Pan Men-an","潘孟安","Pan Men-an",male,1963-08-15,"https://upload.wikimedia.org/wikipedia/commons/f/f6/Pan,_Meng-An_20081106_DPP_demonstration.jpg",,"Phoaⁿ Bēng-an","Phoaⁿ Bēng-an",,,,,,,"Pan Men-an",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350160,"Su Chih-fen","蘇治芬","蘇治芬","Category:Su Chih-fen","蘇治芬","Su Chih-fen",female,1953-07-10,https://upload.wikimedia.org/wikipedia/commons/0/0e/2008FoodTaipei_Yunlin_County_Pavilion_Chih-fen_Su.jpg,,"So͘ Tī-hun","So͘ Tī-hun",,,"Su Chih-fen",,"Su Chih-fen","Su Chih-fen","Su Chih-fen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350171,,"施義芳","施義芳",,"施義芳","施義芳",,1962-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350223,,"蘇震清","蘇震清","Category:Su Chen-ching","蘇震清","蘇震清",male,1965-02-02,https://upload.wikimedia.org/wikipedia/commons/2/23/Su_Chen-ching.jpg,,"So͘ Chìn-chheng","So͘ Chìn-chheng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350279,"Tsai Chi-chang","蔡其昌","蔡其昌","Category:Tsai Chi-chang","蔡其昌","Tsai Chi-chang",male,1969-04-16,https://upload.wikimedia.org/wikipedia/commons/7/7c/VOA_CHINESE_tsai_chichang_31May10_300.jpg,,,,Cai,,,,,,"Tsai Chi-chang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350306,,"田秋堇","田秋堇","Category:Tien Chiu-chin","田秋堇","田秋堇",female,1954-05-27,https://upload.wikimedia.org/wikipedia/commons/8/8f/Tien_Chiu-chin.jpg,,,,,"Tien Chiu-chin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350321,"Tsai Huang-liang","蔡煌瑯","蔡煌瑯","Category:Tsai Huang-liang","蔡煌瑯","蔡煌瑯",male,1960-07-05,https://upload.wikimedia.org/wikipedia/commons/e/e9/Tsaivoa.jpg,,,,Cai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350388,,"蔡易餘","蔡易餘","Category:Tsai Yi-yu","蔡易餘","蔡易餘",,1981-03-14,,,,,Cai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350435,"Wu Yi-chen","吳宜臻","吳宜臻","Category:Wu Yi-chen","吳宜臻","吳宜臻",female,1970-04-23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Wu_Yi-chen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350455,,"吳思瑤","吳思瑤","Category:Wu Su-yao","吳思瑤","吳思瑤",female,1974-05-28,"https://upload.wikimedia.org/wikipedia/commons/d/d8/1227_吳思瑤在點亮台北造勢晚會.jpg",,"Ngô͘ Su-iâu","Ngô͘ Su-iâu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350478,,"吳秉叡","吳秉叡","Category:Wu Ping-jui","吳秉叡","吳秉叡",male,1966-10-07,"https://upload.wikimedia.org/wikipedia/commons/5/54/吳秉叡5006.jpg","吳秉叡","Ngô͘ Péng-jōe","Ngô͘ Péng-jōe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350543,"Wang Rongzhang","王榮璋","王榮璋","Category:Wang Jung-chang","王榮璋","王榮璋",,1964-05-28,https://upload.wikimedia.org/wikipedia/commons/1/1c/Jung-Chang_Wang_from_VOA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350592,"Wei Ming-ku","魏明谷","魏明谷","Category:Wei Ming-ku","魏明谷","Wei Ming-ku",male,1963-03-18,"https://upload.wikimedia.org/wikipedia/commons/5/5e/臺灣國會議員(出身彰化之立法委員)魏明谷_Congressman_of_Taiwan_from_ChangHua_County_Wei,_Ming_Ku.jpg",,,,,"Wei Ming-ku",,,,,"Wei Ming-ku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350665,"Pasuya Yao","姚文智","姚文智","Category:Pasuya Yao","姚文智","Pasuya Yao",male,1965-12-04,https://upload.wikimedia.org/wikipedia/commons/e/ec/Pasuya_Yao.jpg,,"Iâu Bûn-tì","Iâu Bûn-tì",,"Pasuya Yao","Pasuya Yao",,"Pasuya Yao",,"Pasuya Yao",,,,,,,,"姚文智","姚文智",,,,,,,"Pasuya Yao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350686,,"楊曜","楊曜",,"楊曜","楊曜",,1966-12-06,,,,,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350727,"Yeh Yi-jin","葉宜津","葉宜津",,"葉宜津","葉宜津",female,1960-08-21,,,"Ia̍p Gî-tin","Ia̍p Gî-tin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350806,"Chang Hung-lu","張宏陸","張宏陸","Category:Chang Hung-lue","張宏陸","Chang Hung-lu",male,1972-01-10,,"張宏陸",,,,,,,,,"Chang Hung-lu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8350960,,"江永昌","江永昌","Category:Chiang Yung-chang","江永昌","江永昌",,1969-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8351019,"Chuang Jui-hsiung","莊瑞雄","莊瑞雄","Category:Chuang Jui-hsiung","莊瑞雄","莊瑞雄",male,1963-04-20,,,"Chng Sūi-hiông","Chng Sūi-hiông",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8351107,"Cheng Li-chun","鄭麗君","鄭麗君","Category:Cheng Li-chiun","鄭麗君","鄭麗君",female,1969-06-19,https://upload.wikimedia.org/wikipedia/commons/3/30/Cheng_Li-chiun_from_VOA.jpg,,"Tēⁿ Lē-kun","Tēⁿ Lē-kun",,,,,,,"Cheng Li-chun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8351569,,"林為洲","林為洲","Category:Lin Wei-chou","林為洲","林為洲",,1961-07-25,"https://upload.wikimedia.org/wikipedia/commons/b/b3/立法委員林為洲.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8351814,,"鍾佳濱","鍾佳濱","Category:Chung Chia-pin","鍾佳濱","鍾佳濱",,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8357056,"Tuan Yi-kang","段宜康","段宜康","Category:Tuan Yi-kang","段宜康","Tuan Yi-kang",male,1963-11-14,https://upload.wikimedia.org/wikipedia/commons/b/be/DPP_LongForever2007_YKTuan.jpg,,"Toān Gî-khong","Toān Gî-khong",Duan,,,,,"Tuan Yi-kang","Tuan Yi-kang",,,,,,,,"段宜康",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8357125,"Cheng Yun-peng","鄭運鵬","鄭運鵬","Category:Cheng Yun-peng","鄭運鵬","鄭運鵬",male,1973-06-02,https://upload.wikimedia.org/wikipedia/commons/f/fe/Cheng_Yun-Peng-1-by_Ring_Chang.JPG,,"Tēⁿ Ūn-pêng","Tēⁿ Ūn-pêng",,,,,,,"Cheng Yun-peng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8357162,"Lin Shu-fen","林淑芬","林淑芬","Category:Lin Shu-fen","林淑芬","Lin Shu-fen",female,1973-01-17,"https://upload.wikimedia.org/wikipedia/commons/c/c1/民進黨立委林淑芬提出質詢.JPG",,"Lîm Siok-hun","Lîm Siok-hun",Lin,"Lin Shu-fen","Lin Shu-fen",,"Lin Shu-fen","Lin Shu-fen","Lin Shu-fen",316457415,000005286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8967661,"Hsu Yung-ming","徐永明","徐永明","Category:Hsu Yung-ming","徐永明","徐永明",male,1966-05-15,"https://upload.wikimedia.org/wikipedia/commons/2/2c/徐永明.JPG",,,,Xu,,,,,,"Hsu Yung-ming",56144782707228825906,000513823,,,,,,,"徐永明","徐永明",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9031661,,"李桐豪","李桐豪","Category:Li Tong-hao","李桐豪","李桐豪",,1955-10-07,,,,,Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9057632,,"翁重鈞","翁重鈞",,"翁重鈞","翁重鈞",,1955-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9092371,"Xiaofeng Zhang","張曉風","張曉風",,"張曉風","張曉風",female,1941-03-29,https://upload.wikimedia.org/wikipedia/commons/b/b2/Voa_chinese_Xiaofeng_Zhang_12May10_300.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9130647,"Yu Mei-nu","尤美女","尤美女","Category:Yu Mei-nu","尤美女","Yu Mei-nu",female,1955-01-28,https://upload.wikimedia.org/wikipedia/commons/0/09/Yu_Mei-nu.jpg,,,,,,,,,,"Yu Mei-nu",7276452,000006517,,"0000 0000 6423 4421",nr94039710,36712560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9141091,"Hsu Hsin-ying","徐欣瑩","徐欣瑩","Category:Hsu Hsin-ying","徐欣瑩","Hsu Hsin-ying",female,1972-04-23,https://upload.wikimedia.org/wikipedia/commons/3/3c/Hsu_Hsin-ying.jpg,"徐欣瑩","Chhî Him-êng","Chhî Him-êng",Xu,,,"徐欣瑩",,"Hsu Hsin-ying","Hsu Hsin-ying",,,"Сюй Синьин",,,,,"徐欣瑩",,,,"徐欣莹","徐欣瑩",,,,,,,,,,,,,,,,,,,,,,,,,,"徐欣瑩",,,,,,"徐欣莹","徐欣瑩","徐欣莹","徐欣莹",,,,,,,,,,,,,,,,,,,
Q9217065,"Lin Shih-chia","林世嘉","林世嘉","Category:Lin Shih-chia","林世嘉","林世嘉",female,1969-04-15,https://upload.wikimedia.org/wikipedia/commons/b/b8/Lin_Shih-chia_from_VOA_(3).jpg,,,,Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9292454,"Freddy Lim","林昶佐","林昶佐","Category:Freddy Lim","林昶佐","Freddy Lim",male,1976-02-01,"https://upload.wikimedia.org/wikipedia/commons/7/74/Taiwanese_Musician,_Social_Movement_Youth_Activist_and_TAIWAN_Independence_Advocate_Freddy_Lim_in_2008_臺灣重金屬閃靈樂團主唱與政治社會運動人物林昶佐.jpg",,"Lîm Chhióng-chò","Lîm Chhióng-chò",Lin,"Freddy Lim","Freddy Lim",,,"Freddy Lim","Freddy Lim",78144782696411088107,000572726,,,,,"Freddy Lim",,"フレディ・リム","フレディ・リム",,,,,,"Freddy Lim",,,,,,"Freddy Lim","Freddy Lim",,"Freddy Lim",,,"Freddy Lim","Freddy Lim","Freddy Lim",Freddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9342208,"Hsu Chun-hsin","許忠信","許忠信",,"許忠信","許忠信",male,1965-06-01,https://upload.wikimedia.org/wikipedia/commons/4/42/Hsu_Chun-hsin_with_Public_Television_Service.jpg,,,,"Xǔ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9346217,,"費鴻泰","費鴻泰","Category:Fai Hung-tai","費鴻泰","費鴻泰",,1954-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9458408,"Huang Wen-ling","黃文玲","黃文玲","Category:Huang Wen-ling","黃文玲","黃文玲",female,1969-08-11,https://upload.wikimedia.org/wikipedia/commons/6/6c/Huang_Wen-ling.jpg,,,,,,,,,,,,,,,,,,,"黄文玲",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
